NUMBER OF OBSERVATIONS						
142120						
DAY	MONTH	YEAR	RAIN	PET	GWL	ABS
2	2	2016	0.2	1.4	44.681	0
3	2	2016	3.2	0.8	44.724	0
4	2	2016	0.4	0.6	44.76	0
5	2	2016	0.5	0.9	44.808	0
6	2	2016	1.2	1.4	44.875	0
7	2	2016	3.9	1.2	44.944	0
8	2	2016	1.1	1.5	44.995	0
9	2	2016	0.2	0.9	45.017	0
10	2	2016	0	0.5	45.061	0
11	2	2016	0.1	0.4	45.075	0
12	2	2016	0.2	0.4	45.115	0
13	2	2016	0.3	0.7	45.154	0
14	2	2016	2.4	1	45.193	0
15	2	2016	1.6	0.7	45.186	0
16	2	2016	0.2	0.5	45.186	0
17	2	2016	6.1	1.1	45.229	0
18	2	2016	0.1	0.5	45.279	0
19	2	2016	0.6	0.9	45.292	0
20	2	2016	4.8	0.9	45.335	0
21	2	2016	3.2	1.3	45.352	0
22	2	2016	0.2	1	45.379	0
23	2	2016	0.1	0.7	45.392	0
24	2	2016	0.1	0.5	45.401	0
25	2	2016	0	0.8	45.429	0
26	2	2016	0	1	45.451	0
27	2	2016	0	1.1	45.478	0
28	2	2016	0.1	1	45.483	0
29	2	2016	4.8	0.9	45.487	0
1	3	2016	6.8	1.2	45.514	0
2	3	2016	7.3	1.2	45.558	0
3	3	2016	9.8	1.3	45.577	0
4	3	2016	2.9	1.4	45.596	0
5	3	2016	1.8	1	45.603	0
6	3	2016	1.4	1	45.608	0
7	3	2016	2.1	0.8	45.624	0
8	3	2016	12.7	1	45.628	0
9	3	2016	10.3	0.8	45.667	0
10	3	2016	0.1	0.8	45.662	0
11	3	2016	0	0.8	45.676	0
12	3	2016	0.2	0.6	45.709	0
13	3	2016	0	0.8	45.736	0
14	3	2016	0	1.3	45.761	0
15	3	2016	0	0.5	45.795	0
16	3	2016	0	1	45.822	0
17	3	2016	0.2	1.1	45.844	0
18	3	2016	0.3	0.6	45.874	0
19	3	2016	0.2	1	45.899	0
20	3	2016	0	1	45.923	0
21	3	2016	0	1	45.949	0
22	3	2016	0	1	45.979	0
23	3	2016	0	0.9	46.002	0
24	3	2016	2.7	1.1	46.025	0
25	3	2016	0	1.8	46.058	0
26	3	2016	4	1.6	46.072	0
27	3	2016	11.9	2	46.11	0
28	3	2016	4	1.9	46.155	0
29	3	2016	2.3	1.9	46.15	0
30	3	2016	0	1.7	46.166	0
31	3	2016	0.1	1.4	46.171	0
1	4	2016	0	1.7	46.181	0
2	4	2016	2.5	2.8	46.209	0
3	4	2016	6.3	2.2	46.243	0
4	4	2016	0.9	1.5	46.27	0
5	4	2016	0.6	2.2	46.286	0
6	4	2016	1.4	2.3	46.297	0
7	4	2016	1.4	1.7	46.322	0
8	4	2016	2.2	1.6	46.325	0
9	4	2016	2.7	1.4	46.353	0
10	4	2016	0	1.8	46.363	0
11	4	2016	6.3	2.7	46.374	0
12	4	2016	1.4	1.6	46.394	0
13	4	2016	0.6	2.1	46.405	0
14	4	2016	3.6	1.8	46.41	0
15	4	2016	19	1.1	46.43	0
16	4	2016	1.5	1.6	46.451	0
17	4	2016	0	2.1	46.438	0
18	4	2016	0	1.8	46.435	0
19	4	2016	0	2.3	46.438	0
20	4	2016	0	2.5	46.437	0
21	4	2016	0	2.1	46.457	0
22	4	2016	0.8	2	46.47	0
23	4	2016	1.1	2.8	46.486	0
24	4	2016	0.1	1.9	46.493	0
25	4	2016	1	1.7	46.506	0
26	4	2016	4.8	2.7	46.528	0
27	4	2016	3.3	2.6	46.523	0
28	4	2016	5.5	2.3	46.517	0
29	4	2016	0.7	3.1	46.532	0
30	4	2016	0.2	2.5	46.516	0
1	5	2016	0.2	3.4	46.495	0
2	5	2016	2.7	2.9	46.504	0
3	5	2016	0	3.3	46.509	0
4	5	2016	0	4	46.493	0
5	5	2016	0	4.7	46.5	0
6	5	2016	0	3.5	46.511	0
7	5	2016	0	4.2	46.52	0
8	5	2016	0	5.1	46.515	0
9	5	2016	2.3	5.5	46.506	0
10	5	2016	8.4	1.6	46.504	0
11	5	2016	0.3	1.6	46.504	0
12	5	2016	0	4	46.502	0
13	5	2016	0.5	2.8	46.487	0
14	5	2016	0	3.1	46.463	0
15	5	2016	0	2.7	46.445	0
16	5	2016	0	2.8	46.436	0
17	5	2016	0.3	3.2	46.435	0
18	5	2016	2.8	2.3	46.445	0
19	5	2016	0.7	2.8	46.436	0
20	5	2016	0.8	3.6	46.417	0
21	5	2016	0.4	3.2	46.407	0
22	5	2016	5.3	2.9	46.404	0
23	5	2016	0	2.8	46.382	0
24	5	2016	0	3.4	46.351	0
25	5	2016	1.2	1.7	46.345	0
26	5	2016	0	2.3	46.337	0
27	5	2016	0	3.2	46.319	0
28	5	2016	0	3.1	46.306	0
29	5	2016	0	2.5	46.299	0
30	5	2016	19.2	2.5	46.283	0
31	5	2016	11.5	2.2	46.27	0
1	6	2016	0.9	1.5	46.246	0
2	6	2016	0	1.4	46.232	0
3	6	2016	0.2	1.4	46.221	0
4	6	2016	0	1.9	46.207	0
5	6	2016	0	2.8	46.188	0
6	6	2016	0	3.3	46.169	0
7	6	2016	0	3.4	46.154	0
8	6	2016	0	2.7	46.137	0
9	6	2016	2.6	2.8	46.12	0
10	6	2016	0.9	2.8	46.116	0
11	6	2016	10.8	2.4	46.106	0
12	6	2016	4.9	2.1	46.092	0
13	6	2016	4.4	1.8	46.084	0
14	6	2016	11.1	2.1	46.074	0
15	6	2016	2.8	3.1	46.064	0
16	6	2016	5.2	2.8	46.042	0
17	6	2016	4.9	2.1	46.022	0
18	6	2016	0	1.7	45.995	0
19	6	2016	4.5	3	45.966	0
20	6	2016	8.6	2.7	45.967	0
21	6	2016	0	2.7	45.947	0
22	6	2016	4	2.6	45.927	0
23	6	2016	9	2.2	45.914	0
24	6	2016	2	4.1	45.9	0
25	6	2016	22.7	2.6	45.885	0
26	6	2016	2.4	2.9	45.869	0
27	6	2016	0	3.2	45.858	0
28	6	2016	6.5	3.3	45.835	0
29	6	2016	4.3	2.9	45.837	0
30	6	2016	1.4	2.9	45.821	0
1	7	2016	1.6	3.5	45.806	0
2	7	2016	3.2	4.3	45.79	0
3	7	2016	0	3.3	45.767	0
4	7	2016	0	3.4	45.746	0
5	7	2016	0	3.1	45.744	0
6	7	2016	0	3.3	45.717	0
7	7	2016	2.6	3.9	45.704	0
8	7	2016	0.9	3.6	45.696	0
9	7	2016	8.6	3.2	45.673	0
10	7	2016	0.4	3.7	45.671	0
11	7	2016	1.6	3.7	45.661	0
12	7	2016	1.8	2.5	45.637	0
13	7	2016	0.2	2.7	45.615	0
14	7	2016	0	3.1	45.593	0
15	7	2016	0	2.9	45.572	0
16	7	2016	0.2	3.2	45.56	0
17	7	2016	0	4	45.544	0
18	7	2016	0	4.7	45.527	0
19	7	2016	0	6.1	45.512	0
20	7	2016	4.5	5.9	45.505	0
21	7	2016	0.1	3	45.487	0
22	7	2016	0	3.1	45.463	0
23	7	2016	0	3.8	45.444	0
24	7	2016	0	3.9	45.427	0
25	7	2016	0	3.6	45.412	0
26	7	2016	3.2	3.5	45.391	0
27	7	2016	0.2	2.4	45.379	0
28	7	2016	4.7	2.8	45.362	0
29	7	2016	1.9	2.7	45.35	0
30	7	2016	0.1	2	45.329	0
31	7	2016	0	3	45.309	0
1	8	2016	3.7	3.6	45.287	0
2	8	2016	1.8	1.9	45.277	0
3	8	2016	0	4.3	45.263	0
4	8	2016	0.4	3.5	45.245	0
5	8	2016	0.5	3.3	45.216	0
6	8	2016	0	4.2	45.189	0
7	8	2016	0	5.6	45.171	0
8	8	2016	0	4.2	45.16	0
9	8	2016	0.9	3.7	45.135	0
10	8	2016	4.8	3.4	45.116	0
11	8	2016	0.5	2	45.102	0
12	8	2016	0	5.4	45.083	0
13	8	2016	0	3.5	45.065	0
14	8	2016	0	2.3	45.042	0
15	8	2016	0	3.1	45.022	0
16	8	2016	0	2.5	45.006	0
17	8	2016	0	3.3	44.993	0
18	8	2016	0	3.1	44.979	0
19	8	2016	1.3	1.7	44.963	0
20	8	2016	1.9	4	44.949	0
21	8	2016	8.6	4.2	44.928	0
22	8	2016	0	2.9	44.898	0
23	8	2016	0	4.4	44.875	0
24	8	2016	3.2	4.3	44.86	0
25	8	2016	1.1	2.6	44.845	0
26	8	2016	0.2	3.8	44.828	0
27	8	2016	5.3	3.5	44.802	0
28	8	2016	2.4	2.7	44.794	0
29	8	2016	0	2.9	44.768	0
30	8	2016	0	3.7	44.744	0
31	8	2016	0	3.4	44.731	0
1	9	2016	0.7	3.3	44.71	0
2	9	2016	0	2.1	-9999	0
3	9	2016	7.5	2.5	-9999	0
4	9	2016	0.2	2.6	-9999	0
5	9	2016	0.1	1.5	-9999	0
6	9	2016	0	1.7	-9999	0
7	9	2016	0	2	-9999	0
8	9	2016	0	3.8	-9999	0
9	9	2016	5.9	3.8	-9999	0
10	9	2016	6.6	2	-9999	0
11	9	2016	0	2.6	-9999	0
12	9	2016	0	3.1	-9999	0
13	9	2016	0	3.9	-9999	0
14	9	2016	0	3.5	-9999	0
15	9	2016	0.1	2.4	-9999	0
16	9	2016	21.7	1.7	-9999	0
17	9	2016	0.1	1	-9999	0
18	9	2016	0	1.3	-9999	0
19	9	2016	2.3	1.6	-9999	0
20	9	2016	0	1	-9999	0
21	9	2016	0	1.6	-9999	0
22	9	2016	0	1.7	-9999	0
23	9	2016	0	2.2	-9999	0
24	9	2016	0.3	3	-9999	0
25	9	2016	0	2.6	-9999	0
26	9	2016	0.8	1.6	-9999	0
27	9	2016	0	1.6	-9999	0
28	9	2016	1.5	2.9	-9999	0
29	9	2016	0	2.5	-9999	0
30	9	2016	0.2	1.9	-9999	0
1	10	2016	14.8	1.4	-9999	0
2	10	2016	0.3	1.8	-9999	0
3	10	2016	0	1.4	-9999	0
4	10	2016	0	1.9	44.103	0
5	10	2016	0	2.4	44.085	0
6	10	2016	0.4	2.3	44.069	0
7	10	2016	2.1	1.4	44.057	0
8	10	2016	1.5	1.7	44.037	0
9	10	2016	2.6	1.7	44.017	0
10	10	2016	6.4	1.4	44.001	0
11	10	2016	2.8	1.2	43.986	0
12	10	2016	3.8	1.2	43.969	0
13	10	2016	0	1.2	43.954	0
14	10	2016	0.1	1.1	43.942	0
15	10	2016	4.4	1.2	43.928	0
16	10	2016	1.3	1.3	43.905	0
17	10	2016	2.8	1.7	43.886	0
18	10	2016	3.1	1.6	43.867	0
19	10	2016	2.3	1.5	43.85	0
20	10	2016	2	1.5	43.833	0
21	10	2016	2.1	1.2	43.815	0
22	10	2016	1.3	1.2	43.799	0
23	10	2016	0	0.9	43.784	0
24	10	2016	0	0.9	43.767	0
25	10	2016	0.1	0.6	43.747	0
26	10	2016	0.1	0.6	43.726	0
27	10	2016	0	0.8	43.706	0
28	10	2016	0	0.9	43.691	0
29	10	2016	0	0.5	43.67	0
30	10	2016	0.2	0.4	43.653	0
31	10	2016	0.2	0.5	43.64	0
1	11	2016	0.1	0.7	43.627	0
2	11	2016	0.1	0.8	43.609	0
3	11	2016	0.6	0.8	-9999	0
4	11	2016	1.4	0.7	-9999	0
5	11	2016	1.7	0.9	-9999	0
6	11	2016	7.4	1.1	-9999	0
7	11	2016	2.7	1.2	-9999	0
8	11	2016	4.9	0.5	-9999	0
9	11	2016	4	0.5	-9999	0
10	11	2016	1.7	0.7	-9999	0
11	11	2016	1.8	0.7	-9999	0
12	11	2016	5.3	0.8	-9999	0
13	11	2016	1.7	0.5	-9999	0
14	11	2016	0.4	0.4	-9999	0
15	11	2016	2.3	0.6	-9999	0
16	11	2016	0.1	0.7	-9999	0
17	11	2016	1.1	1	-9999	0
18	11	2016	0.1	0.6	-9999	0
19	11	2016	16.4	0.6	-9999	0
20	11	2016	7.2	0.5	-9999	0
21	11	2016	7.8	0.6	-9999	0
22	11	2016	0.3	1.2	-9999	0
23	11	2016	0	0.3	-9999	0
24	11	2016	0	1.1	-9999	0
25	11	2016	0	0.5	-9999	0
26	11	2016	0.2	0.3	-9999	0
27	11	2016	0.2	0.9	-9999	0
28	11	2016	0.1	0.6	-9999	0
29	11	2016	0	0.1	-9999	0
30	11	2016	0.1	0.1	-9999	0
1	12	2016	0	0.1	-9999	0
2	12	2016	0.4	0.3	-9999	0
3	12	2016	0	0.6	-9999	0
4	12	2016	0	0.5	-9999	0
5	12	2016	0.4	0	-9999	0
6	12	2016	0.1	0.1	-9999	0
7	12	2016	0	0.4	43.134	0
8	12	2016	0.2	0.7	43.127	0
9	12	2016	0.2	0.6	43.119	0
10	12	2016	14.2	0.4	43.114	0
11	12	2016	0.1	0.4	43.105	0
12	12	2016	1.1	0.3	43.1	0
13	12	2016	1	0.2	43.094	0
14	12	2016	0.1	0.3	43.087	0
15	12	2016	0.1	0.3	43.082	0
16	12	2016	0.1	0.2	43.069	0
17	12	2016	0.2	0.1	43.06	0
18	12	2016	0.1	0.1	43.058	0
19	12	2016	0.1	0.2	43.056	0
20	12	2016	0.3	0.4	43.054	0
21	12	2016	0.1	0.4	43.046	0
22	12	2016	0.2	0.3	43.038	0
23	12	2016	1.6	0.7	43.038	0
24	12	2016	0	0.9	43.03	0
25	12	2016	1.4	1.2	43.026	0
26	12	2016	0	0.8	43.01	0
27	12	2016	0.1	0.1	43.002	0
28	12	2016	0.4	0	42.999	0
29	12	2016	0.1	0.2	42.996	0
30	12	2016	0.4	0.2	42.992	0
31	12	2016	1.2	0.2	42.992	0
1	1	2017	7	0.5	42.987	0
2	1	2017	0.2	0.2	42.978	0
3	1	2017	0.1	0.4	42.977	0
4	1	2017	0.1	0.8	42.968	0
5	1	2017	0.2	0	42.959	0
6	1	2017	2.3	0.4	42.96	0
7	1	2017	0	0	-9999	0
8	1	2017	0.3	0.1	-9999	0
9	1	2017	3.2	0.5	-9999	0
10	1	2017	0	0.4	-9999	0
11	1	2017	0	1.1	-9999	0
12	1	2017	4.2	0.9	-9999	0
13	1	2017	2.9	1	-9999	0
14	1	2017	2.8	0.7	-9999	0
15	1	2017	3.4	0.2	-9999	0
16	1	2017	0.5	0.3	-9999	0
17	1	2017	0	0.3	-9999	0
18	1	2017	0.1	0.6	-9999	0
19	1	2017	0.1	0.1	-9999	0
20	1	2017	0.2	0.2	-9999	0
21	1	2017	0	0.3	-9999	0
22	1	2017	0.1	0.1	-9999	0
23	1	2017	0.1	0.1	-9999	0
24	1	2017	0.1	0.1	-9999	0
25	1	2017	0.2	0.2	-9999	0
26	1	2017	0	0.3	-9999	0
27	1	2017	0.3	0.4	-9999	0
28	1	2017	0.5	0.9	-9999	0
29	1	2017	6.2	0.5	-9999	0
30	1	2017	0.1	0.3	-9999	0
31	1	2017	8.7	0.7	42.89	0
1	2	2017	3.9	0.4	-9999	0
2	2	2017	0	0.7	-9999	0
3	2	2017	0.1	0.7	-9999	0
4	2	2017	0.4	0.5	-9999	0
5	2	2017	0	0.2	-9999	0
6	2	2017	5.3	0.3	42.882	0
7	2	2017	1.2	0.3	42.882	0
8	2	2017	0.2	0.5	42.876	0
9	2	2017	0.2	0.5	42.881	0
10	2	2017	1.4	0.7	42.885	0
11	2	2017	3.9	0.6	42.886	0
12	2	2017	0.7	0.6	42.885	0
13	2	2017	0	0.6	42.888	0
14	2	2017	0	0.8	42.889	0
15	2	2017	4.7	0.8	42.891	0
16	2	2017	0.2	0.8	42.894	0
17	2	2017	0	0.6	42.895	0
18	2	2017	0	0.5	42.903	0
19	2	2017	0	0.8	42.909	0
20	2	2017	0	1	42.916	0
21	2	2017	1.5	1.2	42.924	0
22	2	2017	12.8	1	42.932	0
23	2	2017	1.1	1.3	42.939	0
24	2	2017	0.9	1	42.931	0
25	2	2017	2.5	1.1	42.945	0
26	2	2017	0.9	1.3	42.96	0
27	2	2017	2.9	0.9	42.98	0
28	2	2017	2.2	0.8	42.983	0
1	3	2017	7.6	1.1	42.988	0
2	3	2017	0.1	1.4	42.991	0
3	3	2017	3.7	0.7	-9999	0
4	3	2017	0.3	1	-9999	0
5	3	2017	5.2	1.2	-9999	0
6	3	2017	1.4	0.9	-9999	0
7	3	2017	5.6	1.2	-9999	0
8	3	2017	0.6	1.2	-9999	0
9	3	2017	0	1.4	-9999	0
10	3	2017	0	1	-9999	0
11	3	2017	0.1	1	-9999	0
12	3	2017	0.5	1	-9999	0
13	3	2017	0	1.5	-9999	0
14	3	2017	0	1.1	-9999	0
15	3	2017	0	1.6	-9999	0
16	3	2017	0	1.4	-9999	0
17	3	2017	0	1.5	-9999	0
18	3	2017	1.8	1.6	-9999	0
19	3	2017	1.4	2.1	-9999	0
20	3	2017	7.8	1.2	-9999	0
21	3	2017	0.1	2.1	-9999	0
22	3	2017	2.4	1.6	-9999	0
23	3	2017	0	1.3	-9999	0
24	3	2017	0	1.5	-9999	0
25	3	2017	0	2.1	-9999	0
26	3	2017	0	1.6	-9999	0
27	3	2017	0	1	-9999	0
28	3	2017	2.1	1.4	-9999	0
29	3	2017	0.1	1.5	-9999	0
30	3	2017	0	3.2	-9999	0
31	3	2017	0	2.7	-9999	0
1	4	2017	0	2.1	-9999	0
2	4	2017	0	1.5	-9999	0
3	4	2017	0	1.7	-9999	0
4	4	2017	0	1.2	-9999	0
5	4	2017	0	1.8	43.488	0
6	4	2017	0	2.1	43.502	0
7	4	2017	0	1.8	43.516	0
8	4	2017	0	2.6	43.529	0
9	4	2017	0	3.9	43.543	0
10	4	2017	0	2.2	43.548	0
11	4	2017	0.5	3	43.562	0
12	4	2017	0.1	2.1	43.578	0
13	4	2017	0	2.1	43.586	0
14	4	2017	5.1	2.3	43.599	0
15	4	2017	0	2.8	43.604	0
16	4	2017	2.7	2.3	43.611	0
17	4	2017	0.3	2.2	43.612	0
18	4	2017	0	2.2	43.609	0
19	4	2017	0	2.1	43.617	0
20	4	2017	0.2	1.9	43.627	0
21	4	2017	0.3	1.7	43.636	0
22	4	2017	0	1.8	43.642	0
23	4	2017	0	2.1	43.654	0
24	4	2017	1	2	43.667	0
25	4	2017	5.6	3	43.668	0
26	4	2017	2	2.1	43.667	0
27	4	2017	1.7	1.7	43.674	0
28	4	2017	0.1	2	43.677	0
29	4	2017	0	2.2	43.682	0
30	4	2017	1.8	3.9	43.693	0
1	5	2017	0	2.1	43.681	0
2	5	2017	0	1.9	43.672	0
3	5	2017	0.3	1.7	43.671	0
4	5	2017	0	2.2	43.67	0
5	5	2017	0.3	3	43.676	0
6	5	2017	0	1.5	43.679	0
7	5	2017	0	2.4	43.669	0
8	5	2017	0	2.3	43.664	0
9	5	2017	0	1.9	43.67	0
10	5	2017	0	3.4	43.683	0
11	5	2017	0.4	3.6	43.688	0
12	5	2017	0.5	2.4	43.677	0
13	5	2017	2.8	3	43.661	0
14	5	2017	0.3	4.1	43.645	0
15	5	2017	1	2.5	43.639	0
16	5	2017	12.2	4.5	43.633	0
17	5	2017	17.1	1.9	43.638	0
18	5	2017	17.7	2.7	43.632	0
19	5	2017	1.6	1.9	43.625	0
20	5	2017	2.6	3.3	43.611	0
21	5	2017	0	3.6	43.603	0
22	5	2017	0	4.9	43.601	0
23	5	2017	0	3.9	43.587	0
24	5	2017	0	4.1	43.578	0
25	5	2017	0	4.8	43.573	0
26	5	2017	0	5.9	43.57	0
27	5	2017	1.9	6.2	43.564	0
28	5	2017	4.1	3.7	43.555	0
29	5	2017	3.3	2.2	43.55	0
30	5	2017	0	2.8	43.537	0
31	5	2017	0	3	43.523	0
1	6	2017	0	3.9	43.516	0
2	6	2017	4.1	3.2	43.511	0
3	6	2017	0	3.3	43.502	0
4	6	2017	1.1	4	43.493	0
5	6	2017	2.1	3.7	43.5	0
6	6	2017	20.7	2.6	43.492	0
7	6	2017	2.7	5.2	43.468	0
8	6	2017	0.6	2.6	43.462	0
9	6	2017	0.7	3.7	43.446	0
10	6	2017	0	4.4	43.436	0
11	6	2017	0	4.4	43.429	0
12	6	2017	0	3.3	43.426	0
13	6	2017	0	2.9	43.41	0
14	6	2017	0.2	4.9	43.4	0
15	6	2017	0	4.9	43.396	0
16	6	2017	0	4	43.381	0
17	6	2017	0	5	43.365	0
18	6	2017	0	5.3	43.356	0
19	6	2017	0	5.7	43.347	0
20	6	2017	0	4	43.339	0
21	6	2017	0	4.9	43.326	0
22	6	2017	0.6	3.4	43.323	0
23	6	2017	0.2	3.4	43.308	0
24	6	2017	0	3.8	43.298	0
25	6	2017	0	2.8	43.288	0
26	6	2017	0	4	43.271	0
27	6	2017	54	2.6	43.261	0
28	6	2017	5.9	1.3	43.262	0
29	6	2017	0	1.8	43.274	0
30	6	2017	0.5	2.1	43.275	0
1	7	2017	0	3.3	43.263	0
2	7	2017	0	4.3	43.258	0
3	7	2017	0	3	43.256	0
4	7	2017	0.4	2.5	43.252	0
5	7	2017	0	3.8	43.248	0
6	7	2017	0.8	4	43.246	0
7	7	2017	0.2	3.7	43.237	0
8	7	2017	0	3.6	43.23	0
9	7	2017	0.7	3.8	43.229	0
10	7	2017	1.7	3.4	43.224	0
11	7	2017	13.6	2.2	43.215	0
12	7	2017	0	3.3	43.199	0
13	7	2017	0.8	3.5	43.195	0
14	7	2017	0	3.1	43.187	0
15	7	2017	0.3	2.4	43.18	0
16	7	2017	0.2	2.4	43.17	0
17	7	2017	0	4.2	43.163	0
18	7	2017	19.5	4.2	43.163	0
19	7	2017	1.8	4	43.163	0
20	7	2017	1.9	3.4	43.154	0
21	7	2017	3.2	5.2	43.15	0
22	7	2017	2	3	43.141	0
23	7	2017	3.5	2.7	43.134	0
24	7	2017	5.3	2.1	43.126	0
25	7	2017	0	1.9	43.121	0
26	7	2017	1	2.6	43.12	0
27	7	2017	2.5	3.7	43.112	0
28	7	2017	2.9	3.9	43.111	0
29	7	2017	16.2	3.6	43.105	0
30	7	2017	0.1	3	43.102	0
31	7	2017	0.3	3.8	43.091	0
1	8	2017	1.2	3.8	43.085	0
2	8	2017	2.1	2.9	43.079	0
3	8	2017	0	3.6	43.085	0
4	8	2017	0.1	3.9	43.075	0
5	8	2017	3.2	3.5	43.064	0
6	8	2017	0	3.7	43.054	0
7	8	2017	7.4	2.8	43.052	0
8	8	2017	9.7	1.7	43.051	0
9	8	2017	8.7	1.6	43.046	0
10	8	2017	0	2.4	43.034	0
11	8	2017	0.2	3.4	43.032	0
12	8	2017	0.1	3	43.031	0
13	8	2017	0	3.1	43.022	0
14	8	2017	0.3	3.3	43.016	0
15	8	2017	0	3.4	43.016	0
16	8	2017	10.4	4.1	43.007	0
17	8	2017	1.4	3.8	43.008	0
18	8	2017	3	3.7	43.003	0
19	8	2017	0.1	2.9	42.996	0
20	8	2017	0.2	2.9	42.985	0
21	8	2017	0	1.8	42.979	0
22	8	2017	0.1	1.6	42.974	0
23	8	2017	0	2.4	-9999	0
24	8	2017	0	2.6	42.967	0
25	8	2017	0	3.1	42.959	0
26	8	2017	0	2	42.954	0
27	8	2017	0	2.8	42.946	0
28	8	2017	0	4	42.94	0
29	8	2017	0.7	2.5	42.937	0
30	8	2017	3.5	1.7	42.931	0
31	8	2017	1.9	2.7	42.925	0
1	9	2017	0.1	2.4	42.914	0
2	9	2017	0	2.4	42.907	0
3	9	2017	1.6	3.3	42.902	0
4	9	2017	0.1	1.3	42.899	0
5	9	2017	7.7	2.1	42.89	0
6	9	2017	0	2.3	42.884	0
7	9	2017	6	2.9	42.873	0
8	9	2017	6.3	1.8	42.878	0
9	9	2017	2.6	2	42.872	0
10	9	2017	0.4	1.4	42.861	0
11	9	2017	4.4	2.8	42.862	0
12	9	2017	6.1	3.3	42.846	0
13	9	2017	2.2	3.2	42.852	0
14	9	2017	2.3	2.2	42.835	0
15	9	2017	6.1	1.9	42.823	0
16	9	2017	3.9	1.5	42.817	0
17	9	2017	2.8	1.5	42.81	0
18	9	2017	2	2	42.803	0
19	9	2017	0	1.4	42.795	0
20	9	2017	0	1.4	42.788	0
21	9	2017	1.7	2.8	42.784	0
22	9	2017	0.2	1.9	42.775	0
23	9	2017	0	1.6	42.766	0
24	9	2017	0	2.1	42.761	0
25	9	2017	0.1	1.4	42.756	0
26	9	2017	0	0.9	42.749	0
27	9	2017	7.4	1.7	42.743	0
28	9	2017	3.2	1.7	42.74	0
29	9	2017	0.6	1.1	42.734	0
30	9	2017	0.8	1.7	42.727	0
1	10	2017	0.3	1.2	42.721	0
2	10	2017	0	2.5	42.711	0
3	10	2017	0	2.1	42.701	0
4	10	2017	3.3	2	42.701	0
5	10	2017	0.1	2.3	42.691	0
6	10	2017	0.1	1.8	42.685	0
7	10	2017	3.1	1.6	42.682	0
8	10	2017	0.4	0.9	42.673	0
9	10	2017	0.4	0.8	42.67	0
10	10	2017	0	1.2	42.665	0
11	10	2017	0.1	2	42.66	0
12	10	2017	0	1.7	42.649	0
13	10	2017	0	1.5	42.643	0
14	10	2017	0.1	1.7	42.637	0
15	10	2017	0.1	1.5	42.633	0
16	10	2017	0	2	42.628	0
17	10	2017	4.9	2.3	42.621	0
18	10	2017	2.4	0.7	42.618	0
19	10	2017	1.6	1.2	42.617	0
20	10	2017	2.3	1.5	42.607	0
21	10	2017	0.1	1.9	42.602	0
22	10	2017	0.8	2.1	42.589	0
23	10	2017	0.1	0.7	42.583	0
24	10	2017	0.2	1.1	42.578	0
25	10	2017	0	1.6	42.568	0
26	10	2017	0	0.7	42.56	0
27	10	2017	0.1	1	42.552	0
28	10	2017	0.1	0.9	42.553	0
29	10	2017	0.4	1.7	42.54	0
30	10	2017	0.1	0.8	42.534	0
31	10	2017	0.1	0.9	42.531	0
1	11	2017	0.1	0.8	42.525	0
2	11	2017	0.1	0.4	42.518	0
3	11	2017	5.3	0.8	42.515	0
4	11	2017	6.7	0.8	42.508	0
5	11	2017	0	0.7	42.495	0
6	11	2017	0	0.5	42.489	0
7	11	2017	3.6	1.3	42.486	0
8	11	2017	0.2	0.6	42.477	0
9	11	2017	0	0.5	42.472	0
10	11	2017	2	1.5	42.468	0
11	11	2017	0.1	0.5	42.463	0
12	11	2017	3.5	1.1	42.454	0
13	11	2017	0.5	0.7	42.444	0
14	11	2017	0.1	0.5	42.438	0
15	11	2017	0.3	0.3	42.433	0
16	11	2017	0.1	0.6	42.426	0
17	11	2017	0.2	0.3	42.42	0
18	11	2017	0	0.7	42.416	0
19	11	2017	3.4	0.9	42.41	0
20	11	2017	1.1	0.8	42.407	0
21	11	2017	1.5	0.9	42.403	0
22	11	2017	2.1	2.2	42.403	0
23	11	2017	0	1.4	42.388	0
24	11	2017	0	0.3	42.38	0
25	11	2017	0.2	0.4	42.372	0
26	11	2017	4.4	0.8	42.366	0
27	11	2017	0.4	0.8	42.366	0
28	11	2017	3.7	0.8	42.359	0
29	11	2017	5.8	0.8	42.352	0
30	11	2017	6.5	0.8	42.346	0
1	12	2017	1.1	0.8	42.335	0
2	12	2017	0.2	0.3	42.331	0
3	12	2017	0.3	0.1	42.325	0
4	12	2017	0.1	0	42.319	0
5	12	2017	0	0.6	42.317	0
6	12	2017	0.4	1.2	42.321	0
7	12	2017	2.2	1.1	42.319	0
8	12	2017	0	0.7	42.31	0
9	12	2017	1.3	0.6	42.314	0
10	12	2017	8.6	0.2	42.323	0
11	12	2017	3.7	0.7	42.306	0
12	12	2017	3.5	0.1	42.299	0
13	12	2017	7.6	0.4	42.306	0
14	12	2017	1.5	0.5	42.302	0
15	12	2017	4.6	0.5	42.294	0
16	12	2017	0	0.2	42.294	0
17	12	2017	1.9	0.2	42.302	0
18	12	2017	0.1	0	42.301	0
19	12	2017	0.2	0.1	42.31	0
20	12	2017	0.3	0.1	42.32	0
21	12	2017	0.3	0.1	42.33	0
22	12	2017	0	0.1	42.34	0
23	12	2017	0	0.2	42.355	0
24	12	2017	0	0.6	42.371	0
25	12	2017	4.8	1.1	42.392	0
26	12	2017	26	0.5	42.412	0
27	12	2017	6.3	0.5	42.438	0
