NUMBER OF OBSERVATIONS						
142120						
DAY	MONTH	YEAR	RAIN	PET	GWL	ABS
1	1	1997	0	0.6	-9999	0
2	1	1997	0	0.1	-9999	0
3	1	1997	0	0.4	-9999	0
4	1	1997	0.9	0.6	-9999	0
5	1	1997	1.1	0.4	-9999	0
6	1	1997	0	0.2	41.74	0
7	1	1997	0	0.3	-9999	0
8	1	1997	0	0.6	-9999	0
9	1	1997	0.2	0.6	-9999	0
10	1	1997	0	0.3	-9999	0
11	1	1997	0	0.3	-9999	0
12	1	1997	4.9	0.1	-9999	0
13	1	1997	6.1	0.4	-9999	0
14	1	1997	2.9	0.3	-9999	0
15	1	1997	0	0	-9999	0
16	1	1997	2.2	0.2	-9999	0
17	1	1997	3.8	0.5	-9999	0
18	1	1997	5.6	0.3	-9999	0
19	1	1997	3.1	0.2	-9999	0
20	1	1997	4.3	0.2	-9999	0
21	1	1997	2.3	0.4	-9999	0
22	1	1997	4.5	0.3	-9999	0
23	1	1997	5.9	0.1	-9999	0
24	1	1997	5.2	0.3	-9999	0
25	1	1997	4.3	0.2	-9999	0
26	1	1997	2.6	0.2	-9999	0
27	1	1997	3.3	0.3	-9999	0
28	1	1997	2.8	0.1	-9999	0
29	1	1997	4.5	0.3	-9999	0
30	1	1997	4.4	0.2	-9999	0
31	1	1997	3.6	0.2	-9999	0
1	2	1997	2.7	0.5	-9999	0
2	2	1997	3.5	0.4	-9999	0
3	2	1997	2.1	0.6	42.23	0
4	2	1997	7.3	0.9	-9999	0
5	2	1997	3.9	0.3	-9999	0
6	2	1997	7.5	0.8	-9999	0
7	2	1997	7.4	0.9	-9999	0
8	2	1997	2.9	0.5	-9999	0
9	2	1997	7.5	0.7	-9999	0
10	2	1997	7.4	1.5	-9999	0
11	2	1997	5.9	1	-9999	0
12	2	1997	11.1	1.1	-9999	0
13	2	1997	5.7	1.5	-9999	0
14	2	1997	2.8	0.6	-9999	0
15	2	1997	3.5	0.6	-9999	0
16	2	1997	4.5	0.9	-9999	0
17	2	1997	7.8	1	-9999	0
18	2	1997	7.2	1.8	-9999	0
19	2	1997	5.6	1.3	-9999	0
20	2	1997	7.7	1.7	-9999	0
21	2	1997	10	1.6	-9999	0
22	2	1997	8.9	1.1	-9999	0
23	2	1997	9.8	1.6	-9999	0
24	2	1997	8.1	1.5	-9999	0
25	2	1997	9	2.2	-9999	0
26	2	1997	6.4	1.3	-9999	0
27	2	1997	6.6	1.1	-9999	0
28	2	1997	9.1	1.1	-9999	0
1	3	1997	8	1.7	-9999	0
2	3	1997	9.5	2.3	-9999	0
3	3	1997	5.4	0.9	42.59	0
4	3	1997	6.1	0.4	-9999	0
5	3	1997	8.7	1.1	-9999	0
6	3	1997	6	1.1	-9999	0
7	3	1997	9	1	-9999	0
8	3	1997	7.8	0.5	-9999	0
9	3	1997	7.3	0.6	-9999	0
10	3	1997	6.5	0.5	-9999	0
11	3	1997	7	1.1	-9999	0
12	3	1997	8.6	1	-9999	0
13	3	1997	8.7	1.2	-9999	0
14	3	1997	10.7	1.7	-9999	0
15	3	1997	11.5	1.4	-9999	0
16	3	1997	11.4	1.4	-9999	0
17	3	1997	10.8	1.1	-9999	0
18	3	1997	8.6	1.4	-9999	0
19	3	1997	6.7	1.5	-9999	0
20	3	1997	6.5	1.3	-9999	0
21	3	1997	5.3	1.3	-9999	0
22	3	1997	5.8	1.6	-9999	0
23	3	1997	7.7	1.3	-9999	0
24	3	1997	7.6	0.5	-9999	0
25	3	1997	9	1.6	-9999	0
26	3	1997	11	1.6	-9999	0
27	3	1997	11	3.2	-9999	0
28	3	1997	7.8	2.9	-9999	0
29	3	1997	7.6	1.7	-9999	0
30	3	1997	7.8	1.9	-9999	0
31	3	1997	8.5	2.2	-9999	0
1	4	1997	10.1	2.5	42.97	0
2	4	1997	10.9	1.2	-9999	0
3	4	1997	9	2.7	-9999	0
4	4	1997	6.9	2.3	-9999	0
5	4	1997	11.6	2.3	-9999	0
6	4	1997	7.4	2.3	-9999	0
7	4	1997	7.3	2	-9999	0
8	4	1997	8.2	2.6	-9999	0
9	4	1997	10.3	2	-9999	0
10	4	1997	10.1	2.5	-9999	0
11	4	1997	7.4	2.1	-9999	0
12	4	1997	6.7	2.4	-9999	0
13	4	1997	9.3	1.8	-9999	0
14	4	1997	8.6	1.4	-9999	0
15	4	1997	6	2	-9999	0
16	4	1997	6.8	1.9	-9999	0
17	4	1997	8.1	2.1	-9999	0
18	4	1997	6.9	1.2	-9999	0
19	4	1997	6.1	2.4	-9999	0
20	4	1997	4.9	2.4	-9999	0
21	4	1997	5.5	2.2	-9999	0
22	4	1997	5.9	2.4	-9999	0
23	4	1997	9	2.5	-9999	0
24	4	1997	10.5	3.3	-9999	0
25	4	1997	7.9	0.8	-9999	0
26	4	1997	8.8	0.8	-9999	0
27	4	1997	11.6	1.6	-9999	0
28	4	1997	12.8	3	-9999	0
29	4	1997	11.5	2.6	-9999	0
30	4	1997	11	2.3	-9999	0
1	5	1997	14.4	3.8	43.04	0
2	5	1997	16.5	4.3	-9999	0
3	5	1997	16.2	3.9	-9999	0
4	5	1997	14.7	3.5	-9999	0
5	5	1997	11.4	3	-9999	0
6	5	1997	5.1	2.7	-9999	0
7	5	1997	4.9	3.1	-9999	0
8	5	1997	7.2	2.1	-9999	0
9	5	1997	9.2	2.5	-9999	0
10	5	1997	9.6	2.9	-9999	0
11	5	1997	11.1	4.5	-9999	0
12	5	1997	10.6	4.3	-9999	0
13	5	1997	11.7	3.6	-9999	0
14	5	1997	12.2	2.8	-9999	0
15	5	1997	11.5	2.9	-9999	0
16	5	1997	13.1	1.9	-9999	0
17	5	1997	16.1	2.9	-9999	0
18	5	1997	16.8	2.8	-9999	0
19	5	1997	15.7	3.4	-9999	0
20	5	1997	14.3	3.1	42.97	0
21	5	1997	9.7	1.5	-9999	0
22	5	1997	9.1	1.8	-9999	0
23	5	1997	8.1	3.1	-9999	0
24	5	1997	8.4	3.4	-9999	0
25	5	1997	9.5	3.4	-9999	0
26	5	1997	12.9	3.4	-9999	0
27	5	1997	10.3	2.9	-9999	0
28	5	1997	10	3.2	-9999	0
29	5	1997	12.4	3.6	-9999	0
30	5	1997	13.8	4.3	-9999	0
31	5	1997	14.5	5.3	-9999	0
1	6	1997	13.1	4.9	-9999	0
2	6	1997	14.2	5	42.84	0
3	6	1997	11.3	2.1	-9999	0
4	6	1997	12.3	2.9	-9999	0
5	6	1997	16.6	4.9	-9999	0
6	6	1997	19.2	4.5	-9999	0
7	6	1997	18.3	3.3	-9999	0
8	6	1997	17.1	4.2	-9999	0
9	6	1997	15.6	4.2	-9999	0
10	6	1997	16.4	4.6	-9999	0
11	6	1997	16.6	2.1	-9999	0
12	6	1997	16.6	2.9	-9999	0
13	6	1997	16.6	3.4	-9999	0
14	6	1997	13	2	-9999	0
15	6	1997	11.7	2	-9999	0
16	6	1997	12.7	2.1	-9999	0
17	6	1997	13.2	3.3	-9999	0
18	6	1997	14.5	3.1	-9999	0
19	6	1997	13.2	2.7	-9999	0
20	6	1997	12.8	3.2	-9999	0
21	6	1997	13	3.9	-9999	0
22	6	1997	13.4	3	-9999	0
23	6	1997	12.4	2.5	-9999	0
24	6	1997	12.9	2.6	-9999	0
25	6	1997	12.4	1.4	-9999	0
26	6	1997	13.3	2.2	-9999	0
27	6	1997	12.2	1.5	-9999	0
28	6	1997	14.6	2.7	-9999	0
29	6	1997	13.3	2.1	-9999	0
30	6	1997	11.3	1.2	-9999	0
1	7	1997	13	2.8	42.57	0
2	7	1997	13.3	3.7	-9999	0
3	7	1997	13	3	-9999	0
4	7	1997	13.8	2.5	-9999	0
5	7	1997	14.2	2.9	-9999	0
6	7	1997	17.7	3.5	-9999	0
7	7	1997	19.1	3.8	-9999	0
8	7	1997	19.3	3.6	-9999	0
9	7	1997	17.6	4	-9999	0
10	7	1997	15.3	2.9	-9999	0
11	7	1997	16.2	3.1	-9999	0
12	7	1997	18.1	3.6	-9999	0
13	7	1997	17.8	3.7	-9999	0
14	7	1997	16.7	3.2	-9999	0
15	7	1997	18.3	3	-9999	0
16	7	1997	17.2	3	-9999	0
17	7	1997	14.9	1.9	-9999	0
18	7	1997	15.2	2.6	-9999	0
19	7	1997	16.5	3.8	-9999	0
20	7	1997	15.9	3.1	-9999	0
21	7	1997	16.3	3.4	-9999	0
22	7	1997	17.2	3.5	-9999	0
23	7	1997	19.4	4	-9999	0
24	7	1997	18.7	3.2	-9999	0
25	7	1997	17	3.3	-9999	0
26	7	1997	16.7	3	-9999	0
27	7	1997	17.9	4.5	-9999	0
28	7	1997	18	3.5	-9999	0
29	7	1997	19.6	5.7	-9999	0
30	7	1997	18.2	4.2	-9999	0
31	7	1997	15.1	3.3	-9999	0
1	8	1997	17.1	1.9	42.3	0
2	8	1997	16	2.8	-9999	0
3	8	1997	16.4	2.2	-9999	0
4	8	1997	16.9	3.4	-9999	0
5	8	1997	17.1	3.7	-9999	0
6	8	1997	20.2	4.8	-9999	0
7	8	1997	20.7	4.8	-9999	0
8	8	1997	22.2	4.6	-9999	0
9	8	1997	23	4.2	-9999	0
10	8	1997	22.6	5	-9999	0
11	8	1997	23.9	5.5	-9999	0
12	8	1997	23.7	3.7	-9999	0
13	8	1997	21.4	2.9	-9999	0
14	8	1997	20.5	4.1	-9999	0
15	8	1997	20.8	3.9	-9999	0
16	8	1997	20.8	4.1	-9999	0
17	8	1997	22	3.7	-9999	0
18	8	1997	21.7	4	-9999	0
19	8	1997	21	3.8	-9999	0
20	8	1997	21.7	4.3	-9999	0
21	8	1997	22	4	-9999	0
22	8	1997	20.4	3.3	-9999	0
23	8	1997	22.2	3.1	-9999	0
24	8	1997	20.5	2.7	-9999	0
25	8	1997	18	1.6	-9999	0
26	8	1997	17.3	3.3	-9999	0
27	8	1997	16.9	2.3	-9999	0
28	8	1997	14.5	2.4	-9999	0
29	8	1997	16.3	4.3	-9999	0
30	8	1997	15.4	1.4	-9999	0
31	8	1997	17.7	2.3	-9999	0
1	9	1997	17.1	3	42.24	0
2	9	1997	16.6	3.6	-9999	0
3	9	1997	16.5	2.9	-9999	0
4	9	1997	16.8	3.4	-9999	0
5	9	1997	14.6	2.4	-9999	0
6	9	1997	14.7	3.4	-9999	0
7	9	1997	16.4	2.5	-9999	0
8	9	1997	15.4	3.2	-9999	0
9	9	1997	13.5	2.9	-9999	0
10	9	1997	13.7	2.4	-9999	0
11	9	1997	15.4	2.4	-9999	0
12	9	1997	13.4	2.8	-9999	0
13	9	1997	10.9	2.5	-9999	0
14	9	1997	12.1	2.5	-9999	0
15	9	1997	14.1	2.8	-9999	0
16	9	1997	15.9	3.3	-9999	0
17	9	1997	15.3	2.5	-9999	0
18	9	1997	16.1	2.2	-9999	0
19	9	1997	14	1.2	-9999	0
20	9	1997	13.6	2.7	-9999	0
21	9	1997	12.9	1.9	-9999	0
22	9	1997	13.1	2.1	-9999	0
23	9	1997	13	1.9	-9999	0
24	9	1997	13.5	1.1	-9999	0
25	9	1997	15.2	1.7	-9999	0
26	9	1997	14.4	1.4	-9999	0
27	9	1997	14	1	-9999	0
28	9	1997	14.1	1.4	-9999	0
29	9	1997	15.4	1.4	-9999	0
30	9	1997	16	0.5	-9999	0
1	10	1997	18.1	2.4	41.97	0
2	10	1997	12.9	1.9	-9999	0
3	10	1997	12.8	1.6	-9999	0
4	10	1997	14.8	1.8	-9999	0
5	10	1997	13	1.5	-9999	0
6	10	1997	14.9	2	-9999	0
7	10	1997	13.1	1.8	-9999	0
8	10	1997	13.4	0.9	-9999	0
9	10	1997	16.5	2.4	-9999	0
10	10	1997	13.2	2.5	-9999	0
11	10	1997	9.9	1.1	-9999	0
12	10	1997	8.9	1.8	-9999	0
13	10	1997	7.4	1.6	-9999	0
14	10	1997	6.7	1	-9999	0
15	10	1997	9.6	0.7	-9999	0
16	10	1997	11.1	0.8	-9999	0
17	10	1997	15.2	1.2	-9999	0
18	10	1997	14.7	1.3	-9999	0
19	10	1997	13	0.8	-9999	0
20	10	1997	11	1.7	-9999	0
21	10	1997	8.7	1.9	-9999	0
22	10	1997	7.3	1	-9999	0
23	10	1997	8.9	1.1	-9999	0
24	10	1997	7.3	1	-9999	0
25	10	1997	5.6	0.6	-9999	0
26	10	1997	7.6	0.6	-9999	0
27	10	1997	7.5	0.9	41.69	0
28	10	1997	4.5	1.2	-9999	0
29	10	1997	3.9	0.6	-9999	0
30	10	1997	3.7	0.5	-9999	0
31	10	1997	4.3	0.5	-9999	0
1	11	1997	5.2	0.4	-9999	0
2	11	1997	5.4	0.3	-9999	0
3	11	1997	8.9	1	-9999	0
4	11	1997	8.9	1.2	41.63	0
5	11	1997	12.4	1.1	-9999	0
6	11	1997	11	0.6	-9999	0
7	11	1997	9.3	0.6	-9999	0
8	11	1997	10.4	1.6	-9999	0
9	11	1997	7.6	0.9	-9999	0
10	11	1997	7.6	0.8	-9999	0
11	11	1997	6.7	0.5	-9999	0
12	11	1997	5.3	0.3	-9999	0
13	11	1997	5.1	0.4	-9999	0
14	11	1997	5.4	0.5	-9999	0
15	11	1997	12.4	0.4	-9999	0
16	11	1997	13.6	0.6	-9999	0
17	11	1997	12.4	0.5	-9999	0
18	11	1997	9.3	1	-9999	0
19	11	1997	11	0.7	-9999	0
20	11	1997	9.7	0.8	-9999	0
21	11	1997	7.4	0.5	-9999	0
22	11	1997	5.9	0.2	-9999	0
23	11	1997	5.8	0.2	-9999	0
24	11	1997	7.2	0.6	-9999	0
25	11	1997	7.3	0.6	-9999	0
26	11	1997	9	0.7	-9999	0
27	11	1997	9.9	0.4	-9999	0
28	11	1997	9.9	0.9	-9999	0
29	11	1997	9.1	0.9	-9999	0
30	11	1997	7.2	0.9	-9999	0
1	12	1997	2.2	0.2	41.35	0
2	12	1997	2.2	0.4	-9999	0
3	12	1997	2.5	0.2	-9999	0
4	12	1997	3.8	0.4	-9999	0
5	12	1997	2.2	0.4	-9999	0
6	12	1997	7.4	1.1	-9999	0
7	12	1997	7.2	1	-9999	0
8	12	1997	9.9	0.6	-9999	0
9	12	1997	9.3	0.9	-9999	0
10	12	1997	11.4	1.1	-9999	0
11	12	1997	10.1	0.8	-9999	0
12	12	1997	5.8	0.7	-9999	0
13	12	1997	3.4	0.2	-9999	0
14	12	1997	4.3	0.4	-9999	0
15	12	1997	4.1	0.9	-9999	0
16	12	1997	2	1	-9999	0
17	12	1997	1.9	0.8	41.29	0
18	12	1997	7.2	0.6	-9999	0
19	12	1997	7.5	0.2	-9999	0
20	12	1997	6.5	0.2	-9999	0
21	12	1997	4.7	0.1	-9999	0
22	12	1997	5.2	0.4	-9999	0
23	12	1997	7.4	0.4	-9999	0
24	12	1997	11.4	1	-9999	0
25	12	1997	8.9	1.5	-9999	0
26	12	1997	6.9	1	-9999	0
27	12	1997	5	0.5	-9999	0
28	12	1997	3.5	0.5	-9999	0
29	12	1997	4.9	0.2	-9999	0
30	12	1997	7.6	0.6	-9999	0
31	12	1997	7.2	0.5	-9999	0
1	1	1998	4.8	0.6	-9999	0
2	1	1998	6.7	0.7	-9999	0
3	1	1998	7.2	1.4	-9999	0
4	1	1998	5.3	1.3	-9999	0
5	1	1998	3.9	1	41.64	0
6	1	1998	4.7	0.5	-9999	0
7	1	1998	7.2	1.1	-9999	0
8	1	1998	8.7	1	-9999	0
9	1	1998	11.1	0.8	-9999	0
10	1	1998	8.7	0.5	-9999	0
11	1	1998	7.3	0.3	-9999	0
12	1	1998	9.1	0.3	-9999	0
13	1	1998	8.5	0.7	-9999	0
14	1	1998	6.9	1.1	-9999	0
15	1	1998	7.3	0.8	-9999	0
16	1	1998	5.7	0.6	-9999	0
17	1	1998	5.4	0.8	-9999	0
18	1	1998	6.4	0.7	-9999	0
19	1	1998	3.9	0.9	-9999	0
20	1	1998	2.8	0.8	-9999	0
21	1	1998	1.7	0.3	-9999	0
22	1	1998	1.7	0.3	-9999	0
23	1	1998	1.8	0.4	-9999	0
24	1	1998	4.3	1	-9999	0
25	1	1998	3.3	1.2	-9999	0
26	1	1998	2.4	0.6	-9999	0
27	1	1998	3.5	0.6	-9999	0
28	1	1998	1.1	0.3	-9999	0
29	1	1998	4.7	0.3	-9999	0
30	1	1998	3.6	0.3	-9999	0
31	1	1998	2.5	0.7	-9999	0
1	2	1998	0	0.2	-9999	0
2	2	1998	1	0.5	43.01	0
3	2	1998	1.1	0.5	-9999	0
4	2	1998	3	0.4	-9999	0
5	2	1998	5.2	0.6	-9999	0
6	2	1998	7.1	1.2	-9999	0
7	2	1998	4.9	0.8	-9999	0
8	2	1998	5.4	0.7	-9999	0
9	2	1998	7.7	0.7	-9999	0
10	2	1998	8.4	0.7	-9999	0
11	2	1998	10.6	1.3	-9999	0
12	2	1998	11.9	1.1	-9999	0
13	2	1998	12	1	-9999	0
14	2	1998	11	1.2	-9999	0
15	2	1998	11.1	1.6	-9999	0
16	2	1998	9.7	1.7	-9999	0
17	2	1998	7.3	0.8	-9999	0
18	2	1998	6.1	0.6	-9999	0
19	2	1998	8	0.6	-9999	0
20	2	1998	10.2	1.1	-9999	0
21	2	1998	9	1	-9999	0
22	2	1998	5.3	0.8	-9999	0
23	2	1998	7	0.9	-9999	0
24	2	1998	8.9	0.8	-9999	0
25	2	1998	7.9	0.8	-9999	0
26	2	1998	7.6	1.1	-9999	0
27	2	1998	8.4	2	-9999	0
28	2	1998	3.5	1.3	-9999	0
1	3	1998	4	1.3	-9999	0
2	3	1998	7.4	1.4	43.92	0
3	3	1998	11.5	1.2	-9999	0
4	3	1998	8.3	2.1	-9999	0
5	3	1998	6	2.1	-9999	0
6	3	1998	7.7	0.4	-9999	0
7	3	1998	10.2	1.9	-9999	0
8	3	1998	5.3	1.2	-9999	0
9	3	1998	3.3	1	-9999	0
10	3	1998	3.8	1.3	-9999	0
11	3	1998	5.9	1.6	-9999	0
12	3	1998	4.5	1.3	-9999	0
13	3	1998	7.6	0.6	-9999	0
14	3	1998	8.4	1	-9999	0
15	3	1998	9	0.6	-9999	0
16	3	1998	8.9	1	-9999	0
17	3	1998	9.2	1.1	-9999	0
18	3	1998	8.9	1.6	-9999	0
19	3	1998	6.3	1.2	-9999	0
20	3	1998	8	1.2	-9999	0
21	3	1998	8.2	1	-9999	0
22	3	1998	7.4	1	-9999	0
23	3	1998	5.8	1.3	-9999	0
24	3	1998	4.6	1.9	-9999	0
25	3	1998	5.8	1.3	-9999	0
26	3	1998	9.6	1	-9999	0
27	3	1998	12.5	1.6	-9999	0
28	3	1998	11.3	1.2	-9999	0
29	3	1998	12	1.2	-9999	0
30	3	1998	13.6	1.5	-9999	0
31	3	1998	9.5	1.1	-9999	0
1	4	1998	8.1	1.1	44.25	0
2	4	1998	9.1	1.1	-9999	0
3	4	1998	9.6	2.6	-9999	0
4	4	1998	10.3	2.5	-9999	0
5	4	1998	9.2	2.3	-9999	0
6	4	1998	8.1	1.6	-9999	0
7	4	1998	7.7	1.4	-9999	0
8	4	1998	7.6	1.3	-9999	0
9	4	1998	5.2	0.8	-9999	0
10	4	1998	7	1.4	-9999	0
11	4	1998	5.3	1.8	-9999	0
12	4	1998	3.1	2.1	-9999	0
13	4	1998	3.1	2.1	-9999	0
14	4	1998	3	1.6	-9999	0
15	4	1998	4.7	0.8	-9999	0
16	4	1998	4.8	1.8	-9999	0
17	4	1998	5.9	1.5	-9999	0
18	4	1998	6.5	1.3	-9999	0
19	4	1998	8	1.5	-9999	0
20	4	1998	8.8	1.6	-9999	0
21	4	1998	8.7	1.5	-9999	0
22	4	1998	13.7	3.5	-9999	0
23	4	1998	12.3	2.1	-9999	0
24	4	1998	11.6	2.2	-9999	0
25	4	1998	11.3	2.7	-9999	0
26	4	1998	9.4	2.7	-9999	0
27	4	1998	9.3	2.3	-9999	0
28	4	1998	9.3	2.4	-9999	0
29	4	1998	10.7	2.8	-9999	0
30	4	1998	8.6	1.8	45.39	0
1	5	1998	8.2	1.1	-9999	0
2	5	1998	9.2	2.8	-9999	0
3	5	1998	8	2.4	-9999	0
4	5	1998	10.1	2.5	-9999	0
5	5	1998	9.8	2.3	-9999	0
6	5	1998	13.1	3.4	-9999	0
7	5	1998	13	2.9	-9999	0
8	5	1998	15.6	4.2	-9999	0
9	5	1998	18.5	5.6	-9999	0
10	5	1998	12.7	2.9	-9999	0
11	5	1998	11.7	2.1	-9999	0
12	5	1998	13.8	3	-9999	0
13	5	1998	16.3	3.5	-9999	0
14	5	1998	16.1	4.1	-9999	0
15	5	1998	15.1	4.4	-9999	0
16	5	1998	13.9	4.6	-9999	0
17	5	1998	13.7	4.8	-9999	0
18	5	1998	13.2	3.8	-9999	0
19	5	1998	14.1	4	-9999	0
20	5	1998	13.9	2.9	-9999	0
21	5	1998	11.4	3.1	-9999	0
22	5	1998	10.6	3.8	-9999	0
23	5	1998	12.5	1.8	-9999	0
24	5	1998	13.3	1.9	-9999	0
25	5	1998	13.2	2.5	-9999	0
26	5	1998	11.6	2.4	-9999	0
27	5	1998	9.5	2	-9999	0
28	5	1998	11.4	1.8	-9999	0
29	5	1998	14.9	3.3	-9999	0
30	5	1998	13.5	3.9	-9999	0
31	5	1998	14.4	2.6	-9999	0
1	6	1998	15.2	4	-9999	0
2	6	1998	14.5	3.4	46.47	0
3	6	1998	13.8	3.2	-9999	0
4	6	1998	11.6	2.3	-9999	0
5	6	1998	12.1	1.9	-9999	0
6	6	1998	16.3	2.5	-9999	0
7	6	1998	15.9	4.1	-9999	0
8	6	1998	14.1	3.5	-9999	0
9	6	1998	16.7	3.9	-9999	0
10	6	1998	12.7	3	-9999	0
11	6	1998	10.4	2.2	-9999	0
12	6	1998	9.9	2.8	-9999	0
13	6	1998	12.1	2.7	-9999	0
14	6	1998	13.3	1.7	-9999	0
15	6	1998	13.9	2.4	-9999	0
16	6	1998	11.4	1.5	-9999	0
17	6	1998	12.9	2.9	-9999	0
18	6	1998	14.6	1.1	-9999	0
19	6	1998	19	3.8	-9999	0
20	6	1998	20.8	4.1	-9999	0
21	6	1998	20.9	5.3	-9999	0
22	6	1998	15.7	4.5	-9999	0
23	6	1998	16.4	2.4	-9999	0
24	6	1998	19.4	4.8	-9999	0
25	6	1998	16	3.5	-9999	0
26	6	1998	14.5	3.6	-9999	0
27	6	1998	14.5	3.5	-9999	0
28	6	1998	14.8	4.2	-9999	0
29	6	1998	14.4	2.6	-9999	0
30	6	1998	14.3	2.7	-9999	0
1	7	1998	13.7	2.6	-9999	0
2	7	1998	12.8	1.8	-9999	0
3	7	1998	14.1	2.6	46.17	0
4	7	1998	15.8	2.8	-9999	0
5	7	1998	17	3.3	-9999	0
6	7	1998	15	2.3	-9999	0
7	7	1998	13.6	2.9	-9999	0
8	7	1998	14.9	2.9	-9999	0
9	7	1998	16.4	2.2	-9999	0
10	7	1998	16.6	3.5	-9999	0
11	7	1998	15.6	4.1	-9999	0
12	7	1998	16.7	2.5	-9999	0
13	7	1998	13.8	4.9	-9999	0
14	7	1998	14.3	3.4	-9999	0
15	7	1998	15.5	3.5	-9999	0
16	7	1998	15.9	2.9	-9999	0
17	7	1998	15.3	3.3	-9999	0
18	7	1998	15.3	4.1	-9999	0
19	7	1998	16.4	3.1	-9999	0
20	7	1998	20.4	5	-9999	0
21	7	1998	18.2	4.2	-9999	0
22	7	1998	17.6	5.6	-9999	0
23	7	1998	17.3	3.8	-9999	0
24	7	1998	15.5	3.5	-9999	0
25	7	1998	15.3	3.8	-9999	0
26	7	1998	17.1	4.2	-9999	0
27	7	1998	16.6	2.7	-9999	0
28	7	1998	17.1	2.7	-9999	0
29	7	1998	16.2	2.3	-9999	0
30	7	1998	14.7	3.1	-9999	0
31	7	1998	15	2.2	-9999	0
1	8	1998	14.7	2	-9999	0
2	8	1998	13.9	1.9	-9999	0
3	8	1998	15.8	2.9	-9999	0
4	8	1998	16.4	4.1	45.46	0
5	8	1998	17.8	4.4	-9999	0
6	8	1998	19.2	4.7	-9999	0
7	8	1998	20.8	4	-9999	0
8	8	1998	20.2	4.4	-9999	0
9	8	1998	17.4	3.4	-9999	0
10	8	1998	20.3	3.8	-9999	0
11	8	1998	21	4	-9999	0
12	8	1998	18	4.4	-9999	0
13	8	1998	16.4	4.1	-9999	0
14	8	1998	20.7	5	-9999	0
15	8	1998	17	3	-9999	0
16	8	1998	17.4	3.6	-9999	0
17	8	1998	18.5	3.6	-9999	0
18	8	1998	15.9	2.8	-9999	0
19	8	1998	16.8	3.5	-9999	0
20	8	1998	16.8	4.2	-9999	0
21	8	1998	16.5	3.4	-9999	0
22	8	1998	14.4	3.5	-9999	0
23	8	1998	12.8	1.9	-9999	0
24	8	1998	13.8	2.6	-9999	0
25	8	1998	12.9	2.4	-9999	0
26	8	1998	13.5	1.7	-9999	0
27	8	1998	12.8	3.1	-9999	0
28	8	1998	12.9	2	-9999	0
29	8	1998	14.2	1.3	-9999	0
30	8	1998	14.6	1.5	-9999	0
31	8	1998	14.5	3.1	-9999	0
1	9	1998	16.4	2.4	-9999	0
2	9	1998	15.9	1.8	44.81	0
3	9	1998	15.7	1.4	-9999	0
4	9	1998	15.3	2.1	-9999	0
5	9	1998	15.4	0.9	-9999	0
6	9	1998	16	1.6	-9999	0
7	9	1998	18.2	3.4	-9999	0
8	9	1998	16.9	2.7	-9999	0
9	9	1998	17.4	3.3	-9999	0
10	9	1998	15.9	3.3	-9999	0
11	9	1998	12.8	2.1	-9999	0
12	9	1998	9	2	-9999	0
13	9	1998	9.9	2.2	-9999	0
14	9	1998	12.4	2.5	-9999	0
15	9	1998	12.1	1.5	-9999	0
16	9	1998	12.2	2.8	-9999	0
17	9	1998	12.1	1.6	-9999	0
18	9	1998	15.7	1.6	-9999	0
19	9	1998	16.8	1.5	-9999	0
20	9	1998	15.1	1.7	-9999	0
21	9	1998	15.3	1.4	-9999	0
22	9	1998	14.5	1.4	-9999	0
23	9	1998	14.5	1.8	-9999	0
24	9	1998	15.2	1.5	-9999	0
25	9	1998	15.3	1.4	-9999	0
26	9	1998	16	2	-9999	0
27	9	1998	15.3	1.1	-9999	0
28	9	1998	13.9	0.7	-9999	0
29	9	1998	13.9	1.1	-9999	0
30	9	1998	15	1.8	-9999	0
1	10	1998	14.3	1.6	-9999	0
2	10	1998	10.9	1.7	44.23	0
3	10	1998	8.1	0.6	-9999	0
4	10	1998	8.6	0.6	-9999	0
5	10	1998	10	1.5	-9999	0
6	10	1998	10.6	1.6	-9999	0
7	10	1998	10.5	1.3	-9999	0
8	10	1998	10.7	1.4	-9999	0
9	10	1998	11.1	1.5	-9999	0
10	10	1998	11	1.3	-9999	0
11	10	1998	11.5	1.6	-9999	0
12	10	1998	10.6	2	-9999	0
13	10	1998	11.8	0.8	-9999	0
14	10	1998	14.4	1.9	-9999	0
15	10	1998	10.2	1.3	-9999	0
16	10	1998	11.9	1.3	-9999	0
17	10	1998	11.1	1.6	-9999	0
18	10	1998	5.2	1	-9999	0
19	10	1998	7.4	1.2	-9999	0
20	10	1998	8.6	1.2	-9999	0
21	10	1998	14.6	1.7	-9999	0
22	10	1998	16	2	-9999	0
23	10	1998	14.2	1.7	-9999	0
24	10	1998	9.3	1.1	-9999	0
25	10	1998	9.5	2.5	-9999	0
26	10	1998	7.1	1.3	-9999	0
27	10	1998	12.3	1.6	-9999	0
28	10	1998	11.2	2.3	-9999	0
29	10	1998	8.1	2.1	-9999	0
30	10	1998	7.3	1.3	-9999	0
31	10	1998	6.8	0.5	-9999	0
1	11	1998	6.1	0.8	-9999	0
2	11	1998	5.8	0.5	-9999	0
3	11	1998	6.8	0.8	43.815	0
4	11	1998	4.4	0.7	-9999	0
5	11	1998	5.8	0.9	-9999	0
6	11	1998	6.8	0.6	-9999	0
7	11	1998	7.4	0.7	-9999	0
8	11	1998	9.9	0.8	-9999	0
