,FieldCapacity(-),WiltingPoint(-),MaxRootDepth(mm),DepletionFactor(-),BaseflowIndex(-),k(-),lambda(-),n(timesteps),AquiferLength(m),S3(-),S2(-),S1(-),K3(m/day),K2(m/day),K1(m/day),z3(m),z2(m),z1(m),Alpha(-),ObjectiveFunction
35,0.2344523763941461,0.6884472701003198,1385.4228469049538,0.4541261105173055,0.5954434706551908,6.988172563373613,66.30436617843776,599.9754981620038,2656.383468676722,0.4936698941226748,0.1811149451377816,0.0002972358214953,936.707477289856,766.0348793753267,287.6582597881893,86.42564091171886,34.42486739777547,14.65779340489691,1,-73.6127
36,0.2590582336083014,0.6274196429792045,1493.8111944594807,0.4762022091027382,0.5659568780727705,6.801064859252884,55.47940643163575,471.5153627959044,4289.0292914250695,0.4493333516605204,0.1671366257113175,0.0003136055066685,944.7076214073012,788.9174008104526,393.69875305484106,87.70668645282197,42.69934548778029,16.752656292419026,1,-90.2299
37,0.2336451331797653,0.6896773137567964,1384.4158138145897,0.452420616280647,0.5981673113386802,6.984410267384314,65.94025089130434,597.7533527276007,2686.381753336173,0.4921537071019164,0.1805729406974357,0.0003426664940757,935.5233336057568,764.6839925701593,288.4207953149331,86.42147061191062,34.64475868762422,14.808840404412296,1,-95.348
38,0.1848396096354148,0.7222233915469256,1242.3504547797852,0.4085879347683884,0.6684685533357588,7.566964606016574,59.03798564621365,514.0671391763449,2766.096815220289,0.4132272768203989,0.1610128875412788,0.0008761709319492,945.7328523187632,791.1498657786697,328.360027572818,87.06078860038062,38.46161156426918,17.330204450187818,1,-337.898
39,0.1859410040195376,0.692949571128632,1244.093395660601,0.4327016540541013,0.6802166844088624,7.397754402913509,61.809647795734605,525.0399693441805,2753.6004067584504,0.4509616141015089,0.1666360322601709,0.014416428803171,931.9738138883112,784.8280022569977,322.88468369593403,88.22881943730755,38.74169057942578,19.325357347249703,1,-4006440.0
40,0.2412157109145358,0.6073285096816332,1333.2527750507372,0.3087740448303179,0.702014257404401,7.734205585636651,58.3531908708388,407.5190031866575,3987.10883037507,0.4997828077709014,0.2322154427110657,0.0269991401123625,937.5541186478284,781.613896123321,257.9620758319859,89.18793812556223,45.97037883166799,27.73838267632156,1,-4543230.0
41,0.4300690403908261,0.5096035777943695,1778.8964374308298,0.639844421525072,0.7031765248592892,4.608886150084947,29.53500826102643,457.3166376061856,4980.831333524448,0.7109954996301846,0.2313006797544376,0.0326865512035716,730.182275348415,586.6012901272304,141.55952547018475,63.73997765782225,44.22560378054949,34.004703660856656,1,-4659960.0
42,0.4214445141968143,0.7185922329720231,917.1874219730314,0.2452583855139205,0.7823020471999529,4.864111218552774,53.8155565968288,394.3833018259696,4878.716276339063,0.7017185144795026,0.459667795315928,0.061116097689448,886.5378175224798,753.5597597867325,357.74430246333264,76.97314715114396,51.78646571982708,13.965138363358886,1,-4895280.0
43,0.4298436610495337,0.7652396591094488,1520.221868585786,0.3495667558183404,0.3925060383501616,6.2070000728162,52.65887265997563,612.2173609460203,5962.9291206861135,0.4585300975341315,0.1754888197962471,0.0568534599952835,891.4701083780262,669.2203472532908,170.8846992345819,90.89788757637488,51.51880504635351,16.88517781144982,1,-5056830.0
44,0.3121785337325766,0.7617935305427619,961.4939311780332,0.534884035984116,0.7025135194334973,7.671392632371832,46.16824171868315,461.6376749351418,2841.241682174752,0.5763360736535601,0.3939701373551144,0.2219291648192674,900.1031033179803,618.2752160044665,257.9990345908238,89.04633693204192,37.90186426694147,21.19433441255522,1,-5160670.0
45,0.638783,0.36607,951.72,0.314127,0.523667,5.40455,32.0148,709.0,2392.04,0.922147,0.454634,0.182653,825.007,539.781,293.985,88.5739,55.6505,22.956,1,-5215400.0
46,0.554827,0.472488,631.092,0.17008,0.332804,5.33473,92.5609,103.0,721.152,0.924375,0.617542,0.250526,975.738,543.291,188.726,56.7217,47.1541,25.4769,1,-5229650.0
47,0.511795,0.409925,89.7244,0.14423,0.626087,9.63445,33.152,412.0,1989.2,0.991821,0.607593,0.597797,969.909,258.034,235.817,51.5732,23.6702,8.03858,1,-5230900.0
48,0.185034,0.0665304,2760.86,0.725211,0.129398,2.08257,35.9295,482.0,7229.83,0.814753,0.734855,0.291543,684.225,637.654,254.799,69.097,54.6587,34.9986,1,-5244430.0
49,0.99411,0.614185,1375.44,0.25074,0.081576,9.16981,7.62444,172.0,414.136,0.986602,0.983367,0.895627,630.573,392.59,190.405,51.6404,46.0921,41.084,1,-5248380.0
