Day	Month	Year	Q3(m3/d)	Q2(m3/d)	Q1(m3/d)	GWL(m)
1	1	1961	0	0	0	15	
2	1	1961	0	0.0104397	0.052502	15.2656	
3	1	1961	0	0.0151805	0.0530598	15.3075	
4	1	1961	0	0.0160086	0.0531477	15.4172	
5	1	1961	0	0.0182828	0.0533781	15.5601	
6	1	1961	0	0.0214715	0.0536782	15.7488	
7	1	1961	0	0.0260728	0.0540744	15.8398	
8	1	1961	0	0.0284537	0.0542656	15.8333	
9	1	1961	0	0.0282794	0.0542519	16.1581	
10	1	1961	0	0.0375914	0.054934	16.2962	
11	1	1961	0	0.0419526	0.055224	16.2885	
12	1	1961	0	0.0417048	0.055208	16.2808	
13	1	1961	0	0.0414549	0.0551917	16.3435	
14	1	1961	0	0.043503	0.0553235	16.3357	
15	1	1961	0	0.0432444	0.055307	16.3278	
16	1	1961	0	0.0429857	0.0552905	16.32	
17	1	1961	0	0.0427284	0.055274	16.3122	
18	1	1961	0	0.0424726	0.0552576	16.3044	
19	1	1961	0	0.0422183	0.0552412	16.3856	
20	1	1961	0	0.0449022	0.0554117	16.6889	
21	1	1961	0	0.055661	0.0560488	16.6835	
22	1	1961	0	0.0554588	0.0560375	16.6746	
23	1	1961	0	0.0551274	0.0560188	16.6657	
24	1	1961	0	0.0547979	0.0560001	16.6569	
25	1	1961	0	0.0544704	0.0559816	16.6481	
26	1	1961	0	0.0541449	0.055963	16.6393	
27	1	1961	0	0.0538214	0.0559446	16.652	
28	1	1961	0	0.0542897	0.0559713	16.9214	
29	1	1961	0	0.064687	0.0565371	17.1518	
30	1	1961	0	0.0743017	0.0570209	17.1415	
31	1	1961	0	0.0738575	0.0569993	17.2745	
1	2	1961	0	0.0796935	0.0572786	17.3736	
2	2	1961	0	0.0841873	0.0574868	17.3765	
3	2	1961	0	0.0843177	0.0574927	17.5254	
4	2	1961	0	0.0913074	0.0578056	17.6372	
5	2	1961	0	0.096733	0.0580402	17.6276	
6	2	1961	0	0.0962652	0.0580202	17.6153	
7	2	1961	0	0.0956609	0.0579944	17.6031	
8	2	1961	0	0.0950609	0.0579686	17.7322	
9	2	1961	0	0.10147	0.0582397	17.7195	
10	2	1961	0	0.100833	0.0582132	17.7068	
11	2	1961	0	0.100195	0.0581865	17.7885	
12	2	1961	0	0.104334	0.0583581	17.7756	
13	2	1961	0	0.103674	0.058331	17.7627	
14	2	1961	0	0.103016	0.0583038	17.7498	
15	2	1961	0	0.102362	0.0582768	17.737	
16	2	1961	0	0.101713	0.0582498	17.7242	
17	2	1961	0	0.101069	0.058223	17.7115	
18	2	1961	0	0.10043	0.0581963	17.6988	
19	2	1961	0	0.0997953	0.0581697	17.6862	
20	2	1961	0	0.0991652	0.0581432	17.6737	
21	2	1961	0	0.0985398	0.0581169	17.6612	
22	2	1961	0	0.097919	0.0580906	17.6487	
23	2	1961	0	0.0973026	0.0580644	17.6363	
24	2	1961	0	0.0966908	0.0580384	17.6239	
25	2	1961	0	0.0960833	0.0580124	17.6116	
26	2	1961	0	0.0954803	0.0579866	17.5994	
27	2	1961	0	0.0948816	0.0579609	18.0456	
28	2	1961	0	0.1179	0.058898	18.2057	
1	3	1961	0	0.126768	0.0592342	18.191	
2	3	1961	0	0.125939	0.0592033	18.1762	
3	3	1961	0	0.12511	0.0591723	18.1615	
4	3	1961	0	0.124287	0.0591414	18.1469	
5	3	1961	0	0.123471	0.0591106	18.1323	
6	3	1961	0	0.122661	0.05908	18.1178	
7	3	1961	0	0.121857	0.0590495	18.1033	
8	3	1961	0	0.12106	0.0590192	18.089	
9	3	1961	0	0.120269	0.058989	18.0746	
10	3	1961	0	0.119484	0.0589589	18.0604	
11	3	1961	0	0.118706	0.058929	18.0462	
12	3	1961	0	0.117933	0.0588992	18.0321	
13	3	1961	0	0.117166	0.0588696	18.018	
14	3	1961	0	0.116406	0.0588401	18.004	
15	3	1961	0	0.115651	0.0588107	17.9901	
16	3	1961	0	0.114902	0.0587814	17.9763	
17	3	1961	0	0.114158	0.0587523	17.9624	
18	3	1961	0	0.113421	0.0587233	17.9487	
19	3	1961	0	0.112689	0.0586945	17.935	
20	3	1961	0	0.111963	0.0586657	17.9214	
21	3	1961	0	0.111242	0.0586371	17.9078	
22	3	1961	0	0.110527	0.0586086	17.8943	
23	3	1961	0	0.109817	0.0585803	17.8809	
24	3	1961	0	0.109112	0.0585521	17.8675	
25	3	1961	0	0.108413	0.0585239	17.8542	
26	3	1961	0	0.107719	0.058496	17.8409	
27	3	1961	0	0.10703	0.0584681	17.8277	
28	3	1961	0	0.106347	0.0584403	17.8145	
29	3	1961	0	0.105668	0.0584127	17.8014	
30	3	1961	0	0.104995	0.0583852	17.7884	
31	3	1961	0	0.104327	0.0583578	17.7754	
1	4	1961	0	0.103663	0.0583305	17.7625	
2	4	1961	0	0.103005	0.0583034	17.7496	
3	4	1961	0	0.102351	0.0582763	17.7368	
4	4	1961	0	0.101702	0.0582494	17.724	
5	4	1961	0	0.101058	0.0582226	17.7113	
6	4	1961	0	0.100419	0.0581959	17.6986	
7	4	1961	0	0.0997845	0.0581693	17.686	
8	4	1961	0	0.0991546	0.0581428	17.6735	
9	4	1961	0	0.0985292	0.0581164	17.6609	
10	4	1961	0	0.0979085	0.0580902	17.6485	
11	4	1961	0	0.0972922	0.058064	17.6361	
12	4	1961	0	0.0966804	0.0580379	17.6237	
13	4	1961	0	0.096073	0.058012	17.6114	
14	4	1961	0	0.0954701	0.0579862	17.5992	
15	4	1961	0	0.0948714	0.0579604	17.587	
16	4	1961	0	0.0942771	0.0579348	17.5748	
17	4	1961	0	0.0936871	0.0579093	17.5627	
18	4	1961	0	0.0931012	0.0578839	17.5507	
19	4	1961	0	0.0925196	0.0578586	17.5387	
20	4	1961	0	0.0919421	0.0578334	17.5267	
21	4	1961	0	0.0913687	0.0578082	17.5148	
22	4	1961	0	0.0907994	0.0577832	17.5029	
23	4	1961	0	0.0902342	0.0577583	17.4911	
24	4	1961	0	0.0896729	0.0577335	17.4794	
25	4	1961	0	0.0891156	0.0577088	17.4676	
26	4	1961	0	0.0885622	0.0576842	17.456	
27	4	1961	0	0.0880127	0.0576597	17.4443	
28	4	1961	0	0.0874671	0.0576352	17.4327	
29	4	1961	0	0.0869253	0.0576109	17.4212	
30	4	1961	0	0.0863873	0.0575867	17.4097	
1	5	1961	0	0.085853	0.0575625	17.3983	
2	5	1961	0	0.0853225	0.0575385	17.3869	
3	5	1961	0	0.0847956	0.0575145	17.3755	
4	5	1961	0	0.0842724	0.0574907	17.3642	
5	5	1961	0	0.0837528	0.0574669	17.3529	
6	5	1961	0	0.0832369	0.0574432	17.3417	
7	5	1961	0	0.0827244	0.0574196	17.3305	
8	5	1961	0	0.0822155	0.0573961	17.3193	
9	5	1961	0	0.0817101	0.0573727	17.3082	
10	5	1961	0	0.0812081	0.0573494	17.2972	
11	5	1961	0	0.0807096	0.0573262	17.2861	
12	5	1961	0	0.0802145	0.057303	17.2752	
13	5	1961	0	0.0797228	0.05728	17.2642	
14	5	1961	0	0.0792344	0.057257	17.2533	
15	5	1961	0	0.0787493	0.0572341	17.2425	
16	5	1961	0	0.0782675	0.0572113	17.2317	
17	5	1961	0	0.0777889	0.0571886	17.2209	
18	5	1961	0	0.0773136	0.057166	17.2101	
19	5	1961	0	0.0768415	0.0571434	17.1994	
20	5	1961	0	0.0763726	0.057121	17.1888	
21	5	1961	0	0.0759068	0.0570986	17.1782	
22	5	1961	0	0.0754441	0.0570763	17.1676	
23	5	1961	0	0.0749846	0.0570541	17.1571	
24	5	1961	0	0.0745281	0.0570319	17.1465	
25	5	1961	0	0.0740746	0.0570099	17.1361	
26	5	1961	0	0.0736242	0.0569879	17.1257	
27	5	1961	0	0.0731767	0.056966	17.1153	
28	5	1961	0	0.0727322	0.0569442	17.1049	
29	5	1961	0	0.0722907	0.0569224	17.0946	
30	5	1961	0	0.071852	0.0569008	17.0843	
31	5	1961	0	0.0714163	0.0568792	17.0741	
1	6	1961	0	0.0709834	0.0568577	17.0639	
2	6	1961	0	0.0705533	0.0568362	17.0537	
3	6	1961	0	0.0701261	0.0568149	17.0436	
4	6	1961	0	0.0697017	0.0567936	17.0335	
5	6	1961	0	0.06928	0.0567724	17.0234	
6	6	1961	0	0.0688611	0.0567513	17.0134	
7	6	1961	0	0.068445	0.0567302	17.0034	
8	6	1961	0	0.0680315	0.0567092	16.9934	
9	6	1961	0	0.0676207	0.0566883	16.9835	
10	6	1961	0	0.0672125	0.0566675	16.9736	
11	6	1961	0	0.066807	0.0566467	16.9637	
12	6	1961	0	0.0664042	0.056626	16.9539	
13	6	1961	0	0.0660039	0.0566054	16.9441	
14	6	1961	0	0.0656062	0.0565848	16.9344	
15	6	1961	0	0.065211	0.0565643	16.9247	
16	6	1961	0	0.0648184	0.0565439	16.915	
17	6	1961	0	0.0644282	0.0565235	16.9053	
18	6	1961	0	0.0640406	0.0565033	16.8957	
19	6	1961	0	0.0636555	0.0564831	16.8861	
20	6	1961	0	0.0632728	0.0564629	16.8765	
21	6	1961	0	0.0628925	0.0564428	16.867	
22	6	1961	0	0.0625146	0.0564228	16.8575	
23	6	1961	0	0.0621391	0.0564029	16.8481	
24	6	1961	0	0.061766	0.056383	16.8386	
25	6	1961	0	0.0613953	0.0563632	16.8292	
26	6	1961	0	0.0610269	0.0563435	16.8198	
27	6	1961	0	0.0606608	0.0563238	16.8105	
28	6	1961	0	0.060297	0.0563042	16.8012	
29	6	1961	0	0.0599355	0.0562846	16.7919	
30	6	1961	0	0.0595763	0.0562651	16.7827	
1	7	1961	0	0.0592193	0.0562457	16.7735	
