Day	Month	Year	Q3(m3/d)	Q2(m3/d)	Q1(m3/d)	GWL(m)
1	1	1961	0	0	0	15	
2	1	1961	0	0.00869498	0.0466258	15.2671	
3	1	1961	0	0.0129793	0.0471239	15.313	
4	1	1961	0	0.0138017	0.0472095	15.4242	
5	1	1961	0	0.0158983	0.0474169	15.5695	
6	1	1961	0	0.0188636	0.047688	15.7613	
7	1	1961	0	0.0231618	0.0480456	15.8556	
8	1	1961	0	0.0254385	0.0482215	15.8507	
9	1	1961	0	0.0253178	0.0482124	16.1772	
10	1	1961	0	0.0340029	0.0488214	16.3206	
11	1	1961	0	0.0382194	0.0490888	16.3152	
12	1	1961	0	0.0380563	0.0490787	16.3079	
13	1	1961	0	0.0378349	0.049065	16.3713	
14	1	1961	0	0.0397695	0.0491833	16.3647	
15	1	1961	0	0.0395677	0.0491711	16.3573	
16	1	1961	0	0.0393378	0.0491572	16.3498	
17	1	1961	0	0.0391092	0.0491433	16.3424	
18	1	1961	0	0.0388819	0.0491294	16.335	
19	1	1961	0	0.0386558	0.0491156	16.4169	
20	1	1961	0	0.0411905	0.0492684	16.7231	
21	1	1961	0	0.0513749	0.0498394	16.722	
22	1	1961	0	0.0513383	0.0498374	16.7135	
23	1	1961	0	0.0510412	0.0498216	16.705	
24	1	1961	0	0.0507444	0.0498058	16.6966	
25	1	1961	0	0.0504494	0.04979	16.6881	
26	1	1961	0	0.0501562	0.0497742	16.6797	
27	1	1961	0	0.0498647	0.0497585	16.6929	
28	1	1961	0	0.0503208	0.0497831	16.9641	
29	1	1961	0	0.0601823	0.0502888	17.1994	
30	1	1961	0	0.0694536	0.0507277	17.1925	
31	1	1961	0	0.0691729	0.0507149	17.3264	
1	2	1961	0	0.0747357	0.0509647	17.4282	
2	2	1961	0	0.0791054	0.0511544	17.4328	
3	2	1961	0	0.0793073	0.0511631	17.5829	
4	2	1961	0	0.0859893	0.0514431	17.6975	
5	2	1961	0	0.0912722	0.0516568	17.6899	
6	2	1961	0	0.0909167	0.0516426	17.678	
7	2	1961	0	0.0903586	0.0516203	17.666	
8	2	1961	0	0.0898028	0.051598	17.796	
9	2	1961	0	0.095936	0.0518404	17.7854	
10	2	1961	0	0.0954311	0.0518208	17.773	
11	2	1961	0	0.0948387	0.0517976	17.8554	
12	2	1961	0	0.0988091	0.0519513	17.844	
13	2	1961	0	0.0982537	0.05193	17.8314	
14	2	1961	0	0.0976407	0.0519064	17.8188	
15	2	1961	0	0.0970321	0.0518829	17.8062	
16	2	1961	0	0.0964279	0.0518595	17.7937	
17	2	1961	0	0.0958282	0.0518362	17.7813	
18	2	1961	0	0.0952329	0.051813	17.7689	
19	2	1961	0	0.0946419	0.0517899	17.7566	
20	2	1961	0	0.0940552	0.0517669	17.7443	
21	2	1961	0	0.0934728	0.051744	17.7321	
22	2	1961	0	0.0928946	0.0517212	17.7199	
23	2	1961	0	0.0923206	0.0516985	17.7078	
24	2	1961	0	0.0917506	0.0516759	17.6957	
25	2	1961	0	0.0911848	0.0516533	17.6836	
26	2	1961	0	0.0906231	0.0516309	17.6717	
27	2	1961	0	0.0900654	0.0516085	18.1198	
28	2	1961	0	0.112096	0.0524444	18.2867	
1	3	1961	0	0.120918	0.0527557	18.2744	
2	3	1961	0	0.120257	0.0527327	18.2599	
3	3	1961	0	0.119476	0.0527056	18.2454	
4	3	1961	0	0.118701	0.0526785	18.2309	
5	3	1961	0	0.117932	0.0526516	18.2166	
6	3	1961	0	0.117169	0.0526248	18.2023	
7	3	1961	0	0.116412	0.0525981	18.188	
8	3	1961	0	0.115661	0.0525716	18.1739	
9	3	1961	0	0.114916	0.0525451	18.1597	
10	3	1961	0	0.114177	0.0525188	18.1457	
11	3	1961	0	0.113443	0.0524927	18.1317	
12	3	1961	0	0.112715	0.0524666	18.1178	
13	3	1961	0	0.111993	0.0524406	18.104	
14	3	1961	0	0.111277	0.0524148	18.0902	
15	3	1961	0	0.110566	0.0523891	18.0765	
16	3	1961	0	0.10986	0.0523635	18.0628	
17	3	1961	0	0.10916	0.052338	18.0492	
18	3	1961	0	0.108465	0.0523126	18.0356	
19	3	1961	0	0.107775	0.0522874	18.0222	
20	3	1961	0	0.107091	0.0522622	18.0087	
21	3	1961	0	0.106412	0.0522372	17.9954	
22	3	1961	0	0.105738	0.0522123	17.9821	
23	3	1961	0	0.105069	0.0521875	17.9688	
24	3	1961	0	0.104405	0.0521628	17.9556	
25	3	1961	0	0.103746	0.0521382	17.9425	
26	3	1961	0	0.103092	0.0521137	17.9294	
27	3	1961	0	0.102443	0.0520893	17.9164	
28	3	1961	0	0.101799	0.052065	17.9035	
29	3	1961	0	0.10116	0.0520408	17.8906	
30	3	1961	0	0.100525	0.0520168	17.8777	
31	3	1961	0	0.0998953	0.0519928	17.8649	
1	4	1961	0	0.0992701	0.051969	17.8522	
