Day	Month	Year	Runoff(mm/d)	ActualEvaporation(mm/d)	SMD(mm)	PotentialRecharge(mm/d)
1	1	1961	0	0	0	0	
2	1	1961	3.01136	0.552328	0	1.67931	
3	1	1961	0.524294	0.552328	0	0.292378	
4	1	1961	1.28184	0.552328	0	0.71483	
5	1	1961	1.65291	0.552328	0	0.921761	
6	1	1961	2.16458	0.552328	0	1.2071	
7	1	1961	1.08282	0.552328	0	0.603847	
8	1	1961	0	0.552328	0.547328	0	
9	1	1961	3.68716	0.552328	0	2.05618	
10	1	1961	1.61632	0.552328	0	0.901354	
11	1	1961	0	0.552328	0.543328	0	
12	1	1961	0	0.552003	1.07833	0	
13	1	1961	0.784087	0.552328	0	0.437253	
14	1	1961	0	0.552328	0.549328	0	
15	1	1961	0	0.551987	1.09832	0	
16	1	1961	0	0.551551	1.64687	0	
17	1	1961	0	0.551112	2.19698	0	
18	1	1961	0	0.550672	2.74765	0	
19	1	1961	0.990603	0.552328	0	0.552419	
20	1	1961	3.46396	0.552328	0	1.93171	
21	1	1961	0.0363827	0.552328	0	0.0202891	
22	1	1961	0	0.552328	0.229328	0	
23	1	1961	0	0.552244	0.774572	0	
24	1	1961	0	0.551806	1.32638	0	
25	1	1961	0	0.551367	1.87775	0	
26	1	1961	0	0.550927	2.42867	0	
27	1	1961	0.239462	0.552328	0	0.133538	
28	1	1961	3.09546	0.552328	0	1.72621	
29	1	1961	2.66918	0.552328	0	1.48849	
30	1	1961	0	0.552328	0.0773282	0	
31	1	1961	1.59621	0.552328	0	0.890138	
1	2	1961	1.22347	0.654246	0	0.682281	
2	2	1961	0.156487	0.654246	0	0.0872667	
3	2	1961	1.78329	0.654246	0	0.994467	
4	2	1961	1.37434	0.654246	0	0.766414	
5	2	1961	0.0306576	0.654246	0	0.0170965	
6	2	1961	0	0.654246	0.634246	0	
7	2	1961	0	0.654246	0.290492	0	
8	2	1961	1.5724	0.654246	0	0.876863	
9	2	1961	0	0.654246	0.653246	0	
10	2	1961	0	0.65366	1.29191	0	
11	2	1961	1.0502	0.654246	0	0.585652	
12	2	1961	0	0.654246	0.595246	0	
13	2	1961	0	0.653712	1.23596	0	
14	2	1961	0	0.653097	1.88905	0	
15	2	1961	0	0.652744	2.2618	0	
16	2	1961	0	0.65213	2.90993	0	
17	2	1961	0	0.651515	3.55544	0	
18	2	1961	0	0.650895	4.20434	0	
19	2	1961	0	0.650273	4.85261	0	
20	2	1961	0	0.649648	5.50226	0	
21	2	1961	0	0.649025	6.14729	0	
22	2	1961	0	0.6484	6.79069	0	
23	2	1961	0	0.649046	6.12473	0	
24	2	1961	0	0.650453	4.66618	0	
25	2	1961	0	0.650042	5.09323	0	
26	2	1961	0	0.652164	2.87339	0	
27	2	1961	5.10533	0.654246	0	2.84703	
28	2	1961	1.9348	0.654246	0	1.07896	
1	3	1961	0	1.39908	1.39608	0	
2	3	1961	0	1.39626	2.78934	0	
3	3	1961	0	1.39341	4.18275	0	
4	3	1961	0	1.39055	5.57329	0	
5	3	1961	0	1.38766	6.96096	0	
6	3	1961	0	1.38476	8.34572	0	
7	3	1961	0	1.38185	9.72757	0	
8	3	1961	0	1.37891	11.1065	0	
9	3	1961	0	1.37596	12.4794	0	
10	3	1961	0	1.37298	13.8524	0	
11	3	1961	0	1.36999	15.2224	0	
12	3	1961	0	1.36697	16.5894	0	
13	3	1961	0	1.36394	17.9523	0	
14	3	1961	0	1.36089	19.3132	0	
15	3	1961	0	1.35781	20.671	0	
16	3	1961	0	1.35471	22.0257	0	
