Day	Month	Year	Runoff(mm/d)	ActualEvaporation(mm/d)	SMD(mm)	PotentialRecharge(mm/d)
1	1	1961	0	0	0	0	
2	1	1961	2.7507	0.552328	0	1.93997	
3	1	1961	0.478913	0.552328	0	0.337759	
4	1	1961	1.17089	0.552328	0	0.825784	
5	1	1961	1.50984	0.552328	0	1.06483	
6	1	1961	1.97722	0.552328	0	1.39446	
7	1	1961	0.989098	0.552328	0	0.697574	
8	1	1961	0	0.552328	0.547328	0	
9	1	1961	3.36801	0.552328	0	2.37533	
10	1	1961	1.47641	0.552328	0	1.04126	
11	1	1961	0	0.552328	0.543328	0	
12	1	1961	0	0.552161	1.07849	0	
13	1	1961	0.716126	0.552328	0	0.505057	
14	1	1961	0	0.552328	0.549328	0	
15	1	1961	0	0.552148	1.09848	0	
16	1	1961	0	0.551797	1.64727	0	
17	1	1961	0	0.551444	2.19772	0	
18	1	1961	0	0.551089	2.74881	0	
19	1	1961	0.904181	0.552328	0	0.637685	
20	1	1961	3.16413	0.552328	0	2.23154	
21	1	1961	0.0332335	0.552328	0	0.0234383	
22	1	1961	0	0.552328	0.229328	0	
23	1	1961	0	0.552328	0.774656	0	
24	1	1961	0	0.552002	1.32666	0	
25	1	1961	0	0.551649	1.87831	0	
26	1	1961	0	0.551294	2.4296	0	
27	1	1961	0.218189	0.552328	0	0.153881	
28	1	1961	2.82752	0.552328	0	1.99415	
29	1	1961	2.43814	0.552328	0	1.71953	
30	1	1961	0	0.552328	0.0773282	0	
31	1	1961	1.45804	0.552328	0	1.0283	
1	2	1961	1.11757	0.654246	0	0.788182	
2	2	1961	0.142942	0.654246	0	0.100812	
3	2	1961	1.62893	0.654246	0	1.14882	
4	2	1961	1.25538	0.654246	0	0.885373	
5	2	1961	0.028004	0.654246	0	0.0197502	
6	2	1961	0	0.654246	0.634246	0	
7	2	1961	0	0.654246	0.290492	0	
8	2	1961	1.4363	0.654246	0	1.01297	
9	2	1961	0	0.654246	0.653246	0	
10	2	1961	0	0.653886	1.29213	0	
11	2	1961	0.959162	0.654246	0	0.676461	
12	2	1961	0	0.654246	0.595246	0	
13	2	1961	0	0.653928	1.23617	0	
14	2	1961	0	0.653432	1.88961	0	
15	2	1961	0	0.653148	2.26275	0	
16	2	1961	0	0.652654	2.91141	0	
17	2	1961	0	0.652159	3.55757	0	
18	2	1961	0	0.651661	4.20723	0	
19	2	1961	0	0.651161	4.85639	0	
20	2	1961	0	0.650659	5.50705	0	
21	2	1961	0	0.650159	6.15321	0	
22	2	1961	0	0.649658	6.79787	0	
23	2	1961	0	0.650174	6.13304	0	
24	2	1961	0	0.651301	4.67534	0	
25	2	1961	0	0.650971	5.10331	0	
26	2	1961	0	0.652675	2.88399	0	
27	2	1961	4.65721	0.654246	0	3.28456	
28	2	1961	1.76733	0.654246	0	1.24643	
1	3	1961	0	1.39961	1.39661	0	
2	3	1961	0	1.39733	2.79094	0	
3	3	1961	0	1.39504	4.18598	0	
4	3	1961	0	1.39274	5.57872	0	
5	3	1961	0	1.39043	6.96915	0	
6	3	1961	0	1.38811	8.35726	0	
7	3	1961	0	1.38577	9.74303	0	
8	3	1961	0	1.38342	11.1265	0	
9	3	1961	0	1.38107	12.5045	0	
10	3	1961	0	1.3787	13.8832	0	
11	3	1961	0	1.37632	15.2595	0	
12	3	1961	0	1.37392	16.6335	0	
13	3	1961	0	1.37151	18.004	0	
14	3	1961	0	1.36909	19.3731	0	
15	3	1961	0	1.36666	20.7397	0	
16	3	1961	0	1.36421	22.1039	0	
17	3	1961	0	1.36175	23.4657	0	
