Day	Month	Year	Runoff(mm/d)	ActualEvaporation(mm/d)	SMD(mm)	PotentialRecharge(mm/d)
1	1	1961	0	0	0	0	
2	1	1961	2.75648	0.552328	0	1.93419	
3	1	1961	0.479919	0.552328	0	0.336753	
4	1	1961	1.17335	0.552328	0	0.823324	
5	1	1961	1.51301	0.552328	0	1.06166	
6	1	1961	1.98137	0.552328	0	1.3903	
7	1	1961	0.991176	0.552328	0	0.695496	
8	1	1961	0	0.552328	0.547328	0	
9	1	1961	3.37509	0.552328	0	2.36826	
10	1	1961	1.47951	0.552328	0	1.03816	
11	1	1961	0	0.552328	0.543328	0	
12	1	1961	0	0.552179	1.07851	0	
13	1	1961	0.71762	0.552328	0	0.503545	
14	1	1961	0	0.552328	0.549328	0	
15	1	1961	0	0.552167	1.0985	0	
16	1	1961	0	0.551826	1.64732	0	
17	1	1961	0	0.551484	2.19781	0	
18	1	1961	0	0.551141	2.74895	0	
19	1	1961	0.905998	0.552328	0	0.635727	
20	1	1961	3.17078	0.552328	0	2.22489	
21	1	1961	0.0333033	0.552328	0	0.0233685	
22	1	1961	0	0.552328	0.229328	0	
23	1	1961	0	0.552328	0.774656	0	
24	1	1961	0	0.552025	1.32668	0	
25	1	1961	0	0.551683	1.87836	0	
26	1	1961	0	0.55134	2.4297	0	
27	1	1961	0.218587	0.552328	0	0.15338	
28	1	1961	2.83347	0.552328	0	1.98821	
29	1	1961	2.44326	0.552328	0	1.71441	
30	1	1961	0	0.552328	0.0773282	0	
31	1	1961	1.4611	0.552328	0	1.02524	
1	2	1961	1.11992	0.654246	0	0.785834	
2	2	1961	0.143243	0.654246	0	0.100512	
3	2	1961	1.63235	0.654246	0	1.1454	
4	2	1961	1.25802	0.654246	0	0.882736	
5	2	1961	0.0280628	0.654246	0	0.0196913	
6	2	1961	0	0.654246	0.634246	0	
7	2	1961	0	0.654246	0.290492	0	
8	2	1961	1.43931	0.654246	0	1.00995	
9	2	1961	0	0.654246	0.653246	0	
10	2	1961	0	0.653913	1.29216	0	
11	2	1961	0.961161	0.654246	0	0.674435	
12	2	1961	0	0.654246	0.595246	0	
13	2	1961	0	0.653954	1.2362	0	
14	2	1961	0	0.653473	1.88967	0	
15	2	1961	0	0.653198	2.26287	0	
16	2	1961	0	0.652719	2.91159	0	
17	2	1961	0	0.65224	3.55783	0	
18	2	1961	0	0.651757	4.20759	0	
19	2	1961	0	0.651273	4.85686	0	
20	2	1961	0	0.650786	5.50765	0	
21	2	1961	0	0.650302	6.15395	0	
22	2	1961	0	0.649817	6.79876	0	
23	2	1961	0	0.650317	6.13408	0	
24	2	1961	0	0.651407	4.67649	0	
25	2	1961	0	0.651088	5.10458	0	
26	2	1961	0	0.652738	2.88531	0	
27	2	1961	4.66622	0.654246	0	3.27422	
28	2	1961	1.77104	0.654246	0	1.24272	
1	3	1961	0	1.39967	1.39667	0	
2	3	1961	0	1.39747	2.79113	0	
3	3	1961	0	1.39525	4.18638	0	
4	3	1961	0	1.39302	5.5794	0	
5	3	1961	0	1.39078	6.97018	0	
6	3	1961	0	1.38853	8.35871	0	
7	3	1961	0	1.38627	9.74498	0	
8	3	1961	0	1.384	11.129	0	
9	3	1961	0	1.38172	12.5077	0	
10	3	1961	0	1.37942	13.8871	0	
11	3	1961	0	1.37712	15.2642	0	
12	3	1961	0	1.3748	16.639	0	
13	3	1961	0	1.37247	18.0105	0	
14	3	1961	0	1.37013	19.3806	0	
15	3	1961	0	1.36777	20.7484	0	
16	3	1961	0	1.36541	22.1138	0	
17	3	1961	0	1.36303	23.4768	0	
18	3	1961	0	1.36096	24.6538	0	
19	3	1961	0	1.36115	24.5499	0	
20	3	1961	0	1.36123	24.5012	0	
21	3	1961	0	1.35886	25.843	0	
22	3	1961	0	1.35647	27.1895	0	
23	3	1961	0	1.35404	28.5435	0	
24	3	1961	0	1.3516	29.8951	0	
25	3	1961	0	1.34915	31.2443	0	
26	3	1961	0	1.34668	32.591	0	
27	3	1961	0	1.3442	33.9352	0	
28	3	1961	0	1.34171	35.2769	0	
29	3	1961	0	1.3435	34.3154	0	
30	3	1961	0	1.34567	33.1381	0	
31	3	1961	0	1.34508	33.4621	0	
1	4	1961	0	1.59635	23.5945	0	
2	4	1961	0	1.5998	21.9053	0	
3	4	1961	0	1.6069	18.3842	0	
4	4	1961	0	1.61278	15.425	0	
5	4	1961	0	1.61148	16.0824	0	
6	4	1961	0	1.60829	17.6907	0	
7	4	1961	0	1.62151	10.9432	0	
8	4	1961	0	1.61838	12.5606	0	
9	4	1961	0	1.61528	14.1499	0	
10	4	1961	0	1.61211	15.762	0	
11	4	1961	0	1.60892	17.3709	0	
12	4	1961	0	1.60572	18.9757	0	
13	4	1961	0	1.60252	20.5642	0	
14	4	1961	0	1.59927	22.1634	0	
15	4	1961	0	1.59601	23.7595	0	
16	4	1961	0	1.59272	25.3522	0	
17	4	1961	0	1.58941	26.9416	0	
18	4	1961	0	1.58609	28.5277	0	
19	4	1961	0	1.58667	28.2513	0	
20	4	1961	0	1.5912	26.0835	0	
21	4	1961	0	1.5879	27.6654	0	
22	4	1961	0	1.59051	26.4179	0	
23	4	1961	0	1.58748	27.8644	0	
24	4	1961	0	1.58416	29.4396	0	
25	4	1961	0	1.58084	31.0024	0	
26	4	1961	0	1.57755	32.535	0	
27	4	1961	0	1.57495	33.7389	0	
28	4	1961	0	1.57154	35.3055	0	
29	4	1961	0	1.5681	36.8706	0	
30	4	1961	0	1.56465	38.4322	0	
1	5	1961	0	2.85912	40.0223	0	
2	5	1961	0	2.86347	38.9648	0	
3	5	1961	0	2.85623	40.722	0	
4	5	1961	0	2.92506	23.2681	0	
5	5	1961	0	2.91402	26.1811	0	
6	5	1961	0	2.90469	28.6088	0	
7	5	1961	0	2.89367	31.4355	0	
8	5	1961	0	2.88226	34.3167	0	
9	5	1961	0	2.87074	37.1815	0	
10	5	1961	0	2.85905	40.0405	0	
11	5	1961	0	2.84721	42.8877	0	
12	5	1961	0	2.83522	45.7229	0	
13	5	1961	0	2.82308	48.546	0	
14	5	1961	0	2.81079	51.3568	0	
15	5	1961	0	2.79832	54.1551	0	
16	5	1961	0	2.78569	56.9408	0	
17	5	1961	0	2.77288	59.7137	0	
18	5	1961	0	2.75989	62.4736	0	
19	5	1961	0	2.74686	65.1915	0	
20	5	1961	0	2.7335	67.925	0	
21	5	1961	0	2.71993	70.6449	0	
22	5	1961	0	2.70616	73.3511	0	
23	5	1961	0	2.69217	76.0432	0	
24	5	1961	0	2.67796	78.7212	0	
25	5	1961	0	2.66353	81.3847	0	
26	5	1961	0	2.64891	84.0216	0	
