Day	Month	Year	Runoff(mm/d)	ActualEvaporation(mm/d)	SMD(mm)	PotentialRecharge(mm/d)
1	1	1961	0	0	0	0	
2	1	1961	2.85696	0.552328	0	1.83371	
3	1	1961	0.497413	0.552328	0	0.319259	
4	1	1961	1.21612	0.552328	0	0.780553	
5	1	1961	1.56816	0.552328	0	1.00651	
6	1	1961	2.05359	0.552328	0	1.31808	
7	1	1961	1.02731	0.552328	0	0.659366	
8	1	1961	0	0.552328	0.547328	0	
9	1	1961	3.49812	0.552328	0	2.24523	
10	1	1961	1.53345	0.552328	0	0.984226	
11	1	1961	0	0.552328	0.543328	0	
12	1	1961	0	0.552127	1.07845	0	
13	1	1961	0.74381	0.552328	0	0.477407	
14	1	1961	0	0.552328	0.549328	0	
15	1	1961	0	0.552113	1.09844	0	
16	1	1961	0	0.551729	1.64717	0	
17	1	1961	0	0.551343	2.19751	0	
18	1	1961	0	0.550956	2.74847	0	
19	1	1961	0.939314	0.552328	0	0.602889	
20	1	1961	3.28636	0.552328	0	2.10931	
21	1	1961	0.0345173	0.552328	0	0.0221546	
22	1	1961	0	0.552328	0.229328	0	
23	1	1961	0	0.552328	0.774656	0	
24	1	1961	0	0.551953	1.32661	0	
25	1	1961	0	0.551567	1.87818	0	
26	1	1961	0	0.551181	2.42936	0	
27	1	1961	0.226767	0.552328	0	0.145548	
28	1	1961	2.93675	0.552328	0	1.88492	
29	1	1961	2.53233	0.552328	0	1.62535	
30	1	1961	0	0.552328	0.0773282	0	
31	1	1961	1.51436	0.552328	0	0.971979	
1	2	1961	1.16074	0.654246	0	0.745011	
2	2	1961	0.148464	0.654246	0	0.0952901	
3	2	1961	1.69186	0.654246	0	1.0859	
4	2	1961	1.30388	0.654246	0	0.836879	
5	2	1961	0.0290858	0.654246	0	0.0186684	
6	2	1961	0	0.654246	0.634246	0	
7	2	1961	0	0.654246	0.290492	0	
8	2	1961	1.49178	0.654246	0	0.957483	
9	2	1961	0	0.654246	0.653246	0	
10	2	1961	0	0.65383	1.29208	0	
11	2	1961	0.996247	0.654246	0	0.639431	
12	2	1961	0	0.654246	0.595246	0	
13	2	1961	0	0.653877	1.23612	0	
14	2	1961	0	0.653335	1.88946	0	
15	2	1961	0	0.653025	2.26248	0	
16	2	1961	0	0.652485	2.91097	0	
17	2	1961	0	0.651945	3.55691	0	
18	2	1961	0	0.6514	4.20631	0	
19	2	1961	0	0.650854	4.85517	0	
20	2	1961	0	0.650305	5.50547	0	
21	2	1961	0	0.649758	6.15123	0	
22	2	1961	0	0.64921	6.79544	0	
23	2	1961	0	0.649776	6.13022	0	
24	2	1961	0	0.651008	4.67222	0	
25	2	1961	0	0.650648	5.09987	0	
26	2	1961	0	0.65251	2.88038	0	
27	2	1961	4.83931	0.654246	0	3.10606	
28	2	1961	1.8356	0.654246	0	1.17816	
1	3	1961	0	1.39947	1.39647	0	
2	3	1961	0	1.39699	2.79046	0	
3	3	1961	0	1.39449	4.18495	0	
4	3	1961	0	1.39197	5.57692	0	
5	3	1961	0	1.38944	6.96636	0	
6	3	1961	0	1.3869	8.35326	0	
7	3	1961	0	1.38435	9.73761	0	
8	3	1961	0	1.38177	11.1194	0	
9	3	1961	0	1.3792	12.4956	0	
10	3	1961	0	1.3766	13.8722	0	
11	3	1961	0	1.37398	15.2462	0	
12	3	1961	0	1.37135	16.6175	0	
13	3	1961	0	1.36871	17.9852	0	
14	3	1961	0	1.36605	19.3513	0	
15	3	1961	0	1.36337	20.7146	0	
16	3	1961	0	1.36068	22.0753	0	
17	3	1961	0	1.35797	23.4333	0	
18	3	1961	0	1.35562	24.6049	0	
19	3	1961	0	1.35584	24.4957	0	
20	3	1961	0	1.35595	24.4417	0	
21	3	1961	0	1.35325	25.7779	0	
22	3	1961	0	1.35051	27.1185	0	
23	3	1961	0	1.34774	28.4662	0	
24	3	1961	0	1.34496	29.8112	0	
25	3	1961	0	1.34215	31.1533	0	
26	3	1961	0	1.33933	32.4926	0	
27	3	1961	0	1.33649	33.8291	0	
28	3	1961	0	1.33363	35.1628	0	
29	3	1961	0	1.33571	34.1935	0	
30	3	1961	0	1.33824	33.0087	0	
31	3	1961	0	1.33756	33.3253	0	
1	4	1961	0	1.59062	23.4519	0	
2	4	1961	0	1.59457	21.7574	0	
3	4	1961	0	1.60268	18.2321	0	
4	4	1961	0	1.60937	15.2695	0	
5	4	1961	0	1.6079	15.9234	0	
6	4	1961	0	1.60428	17.5277	0	
7	4	1961	0	1.6193	10.778	0	
8	4	1961	0	1.61575	12.3927	0	
9	4	1961	0	1.61224	13.979	0	
10	4	1961	0	1.60865	15.5876	0	
11	4	1961	0	1.60504	17.1927	0	
12	4	1961	0	1.6014	18.7931	0	
13	4	1961	0	1.59777	20.3768	0	
14	4	1961	0	1.59408	21.9709	0	
15	4	1961	0	1.59036	23.5613	0	
16	4	1961	0	1.58662	25.1479	0	
17	4	1961	0	1.58285	26.7307	0	
18	4	1961	0	1.57905	28.3098	0	
19	4	1961	0	1.57973	28.0265	0	
20	4	1961	0	1.58494	25.8524	0	
21	4	1961	0	1.58118	27.4276	0	
22	4	1961	0	1.58418	26.1738	0	
23	4	1961	0	1.58073	27.6135	0	
24	4	1961	0	1.57694	29.1815	0	
25	4	1961	0	1.57314	30.7366	0	
26	4	1961	0	1.56939	32.261	0	
27	4	1961	0	1.56642	33.4564	0	
28	4	1961	0	1.56251	35.0139	0	
29	4	1961	0	1.55857	36.5695	0	
30	4	1961	0	1.5546	38.1211	0	
1	5	1961	0	2.83971	39.6918	0	
2	5	1961	0	2.84483	38.6156	0	
3	5	1961	0	2.83654	40.3532	0	
4	5	1961	0	2.91571	22.8899	0	
5	5	1961	0	2.90314	25.792	0	
6	5	1961	0	2.89252	28.2075	0	
7	5	1961	0	2.87994	31.0205	0	
8	5	1961	0	2.86689	33.8864	0	
9	5	1961	0	2.85369	36.7341	0	
10	5	1961	0	2.84027	39.5743	0	
11	5	1961	0	2.82666	42.401	0	
12	5	1961	0	2.81284	45.2138	0	
13	5	1961	0	2.79882	48.0126	0	
14	5	1961	0	2.78459	50.7972	0	
15	5	1961	0	2.77013	53.5674	0	
16	5	1961	0	2.75544	56.3228	0	
17	5	1961	0	2.74052	59.0633	0	
18	5	1961	0	2.72534	61.7887	0	
19	5	1961	0	2.71007	64.4697	0	
20	5	1961	0	2.69437	67.1641	0	
21	5	1961	0	2.67839	69.8425	0	
22	5	1961	0	2.66211	72.5046	0	
23	5	1961	0	2.64553	75.1501	0	
24	5	1961	0	2.62863	77.7788	0	
25	5	1961	0	2.6114	80.3902	0	
26	5	1961	0	2.5939	82.9721	0	
27	5	1961	0	2.59002	83.5351	0	
28	5	1961	0	2.58295	84.5521	0	
29	5	1961	0	2.56492	87.096	0	
30	5	1961	0	2.54636	89.6403	0	
31	5	1961	0	2.53333	91.3827	0	
1	6	1961	0	2.59616	93.9298	0	
2	6	1961	0	2.57509	96.5029	0	
3	6	1961	0	2.55347	99.0564	0	
4	6	1961	0	2.53128	101.588	0	
5	6	1961	0	2.50848	104.096	0	
6	6	1961	0	2.48521	106.564	0	
7	6	1961	0	2.48143	106.957	0	
8	6	1961	0	2.47426	107.694	0	
9	6	1961	0	2.44983	110.142	0	
10	6	1961	0	2.43366	111.71	0	
11	6	1961	0	2.46085	109.05	0	
12	6	1961	0	2.57436	96.5897	0	
13	6	1961	0	2.55273	99.1415	0	
14	6	1961	0	2.53052	101.672	0	
15	6	1961	0	2.50784	104.166	0	
16	6	1961	0	2.48439	106.65	0	
17	6	1961	0	2.46324	108.81	0	
18	6	1961	0	2.43845	111.249	0	
19	6	1961	0	2.41288	113.662	0	
20	6	1961	0	2.38647	116.048	0	
21	6	1961	0	2.35913	118.407	0	
22	6	1961	0	2.33081	120.738	0	
23	6	1961	0	2.30141	123.04	0	
24	6	1961	0	2.27082	125.31	0	
25	6	1961	0	2.23893	127.549	0	
26	6	1961	0	2.30502	122.763	0	
27	6	1961	0	2.27466	125.032	0	
28	6	1961	0	2.24294	127.275	0	
29	6	1961	0	2.2098	129.485	0	
30	6	1961	0	2.17508	131.66	0	
1	7	1961	0	2.03031	133.685	0	
2	7	1961	0	2.00686	135.062	0	
3	7	1961	0	1.97124	137.031	0	
4	7	1961	0	1.9434	138.473	0	
5	7	1961	0	1.90396	140.376	0	
6	7	1961	0	1.86205	142.229	0	
7	7	1961	0	1.887	141.146	0	
8	7	1961	0	1.86281	142.196	0	
9	7	1961	0	1.81777	144.009	0	
10	7	1961	0	1.76905	145.773	0	
11	7	1961	0	1.71621	147.474	0	
12	7	1961	0	1.96936	137.131	0	
13	7	1961	0	1.9676	137.224	0	
14	7	1961	0	1.93979	138.653	0	
15	7	1961	0	1.95943	137.653	0	
16	7	1961	0	1.92762	139.253	0	
17	7	1961	0	1.88712	141.14	0	
18	7	1961	0	1.84386	142.981	0	
19	7	1961	0	1.79719	144.779	0	
20	7	1961	0	1.7465	146.525	0	
21	7	1961	0	1.69086	148.216	0	
22	7	1961	0	1.629	149.844	0	
23	7	1961	0	1.55888	151.403	0	
24	7	1961	0	1.47737	152.88	0	
25	7	1961	0	1.37882	154.259	0	
26	7	1961	0	1.25117	155.51	0	
27	7	1961	0	1.46669	153.05	0	
28	7	1961	0	1.43964	153.456	0	
29	7	1961	0	1.33139	154.787	0	
30	7	1961	0	1.18509	155.968	0	
31	7	1961	0	0.928352	156.896	0	
1	8	1961	0	0.921549	156.917	0	
2	8	1961	0	0.74476	157.125	0	
3	8	1961	0	0	157.117	0	
4	8	1961	0	1.47543	151.884	0	
5	8	1961	0	1.63786	147.813	0	
6	8	1961	0	1.71054	145.362	0	
7	8	1961	0	1.81002	141.238	0	
8	8	1961	0	1.77134	142.956	0	
9	8	1961	0	1.7286	144.683	0	
10	8	1961	0	1.94675	133.84	0	
11	8	1961	0	1.95747	133.164	0	
12	8	1961	0	1.92653	135.076	0	
