Day	Month	Year	Runoff(mm/d)	ActualEvaporation(mm/d)	SMD(mm)	PotentialRecharge(mm/d)
1	1	1961	0	0	0	0	
2	1	1961	2.81167	0.552328	0	1.879	
3	1	1961	0.489527	0.552328	0	0.327145	
4	1	1961	1.19684	0.552328	0	0.799833	
5	1	1961	1.5433	0.552328	0	1.03137	
6	1	1961	2.02104	0.552328	0	1.35063	
7	1	1961	1.01102	0.552328	0	0.675652	
8	1	1961	0	0.552328	0.547328	0	
9	1	1961	3.44266	0.552328	0	2.30069	
10	1	1961	1.50914	0.552328	0	1.00854	
11	1	1961	0	0.552328	0.543328	0	
12	1	1961	0	0.552214	1.07854	0	
13	1	1961	0.731966	0.552328	0	0.489164	
14	1	1961	0	0.552328	0.549328	0	
15	1	1961	0	0.552202	1.09853	0	
16	1	1961	0	0.551883	1.64741	0	
17	1	1961	0	0.551562	2.19798	0	
18	1	1961	0	0.55124	2.74921	0	
19	1	1961	0.923976	0.552328	0	0.617481	
20	1	1961	3.23426	0.552328	0	2.16141	
21	1	1961	0.0339701	0.552328	0	0.0227018	
22	1	1961	0	0.552328	0.229328	0	
23	1	1961	0	0.552328	0.774656	0	
24	1	1961	0	0.55207	1.32673	0	
25	1	1961	0	0.551748	1.87847	0	
26	1	1961	0	0.551426	2.4299	0	
27	1	1961	0.222846	0.552328	0	0.148925	
28	1	1961	2.89019	0.552328	0	1.93148	
29	1	1961	2.49218	0.552328	0	1.66549	
30	1	1961	0	0.552328	0.0773282	0	
31	1	1961	1.49036	0.552328	0	0.995987	
1	2	1961	1.14234	0.654246	0	0.763413	
2	2	1961	0.14611	0.654246	0	0.0976438	
3	2	1961	1.66503	0.654246	0	1.11272	
4	2	1961	1.2832	0.654246	0	0.85755	
5	2	1961	0.0286246	0.654246	0	0.0191295	
6	2	1961	0	0.654246	0.634246	0	
7	2	1961	0	0.654246	0.290492	0	
8	2	1961	1.46813	0.654246	0	0.981133	
9	2	1961	0	0.654246	0.653246	0	
10	2	1961	0	0.653963	1.29221	0	
11	2	1961	0.980373	0.654246	0	0.655172	
12	2	1961	0	0.654246	0.595246	0	
13	2	1961	0	0.654002	1.23625	0	
14	2	1961	0	0.653551	1.8898	0	
15	2	1961	0	0.653293	2.26309	0	
16	2	1961	0	0.652843	2.91194	0	
17	2	1961	0	0.652394	3.55833	0	
18	2	1961	0	0.651942	4.20827	0	
19	2	1961	0	0.651488	4.85776	0	
20	2	1961	0	0.651032	5.50879	0	
21	2	1961	0	0.650578	6.15537	0	
22	2	1961	0	0.650123	6.80049	0	
23	2	1961	0	0.650591	6.13608	0	
24	2	1961	0	0.651613	4.6787	0	
25	2	1961	0	0.651313	5.10701	0	
26	2	1961	0	0.65286	2.88787	0	
27	2	1961	4.7581	0.654246	0	3.17978	
28	2	1961	1.8065	0.654246	0	1.20726	
1	3	1961	0	1.39979	1.39679	0	
2	3	1961	0	1.39772	2.79151	0	
3	3	1961	0	1.39564	4.18715	0	
4	3	1961	0	1.39355	5.5807	0	
5	3	1961	0	1.39145	6.97216	0	
6	3	1961	0	1.38935	8.3615	0	
7	3	1961	0	1.38723	9.74873	0	
8	3	1961	0	1.3851	11.1338	0	
9	3	1961	0	1.38297	12.5138	0	
10	3	1961	0	1.38082	13.8946	0	
11	3	1961	0	1.37866	15.2733	0	
12	3	1961	0	1.3765	16.6498	0	
13	3	1961	0	1.37432	18.0231	0	
14	3	1961	0	1.37213	19.3952	0	
15	3	1961	0	1.36993	20.7652	0	
16	3	1961	0	1.36773	22.1329	0	
17	3	1961	0	1.36551	23.4984	0	
18	3	1961	0	1.36358	24.678	0	
19	3	1961	0	1.36374	24.5767	0	
20	3	1961	0	1.36382	24.5305	0	
21	3	1961	0	1.36161	25.8751	0	
22	3	1961	0	1.35937	27.2245	0	
23	3	1961	0	1.35711	28.5816	0	
24	3	1961	0	1.35484	29.9365	0	
25	3	1961	0	1.35255	31.289	0	
26	3	1961	0	1.35026	32.6393	0	
27	3	1961	0	1.34795	33.9872	0	
28	3	1961	0	1.34563	35.3329	0	
29	3	1961	0	1.34728	34.3751	0	
30	3	1961	0	1.3493	33.2014	0	
31	3	1961	0	1.34874	33.5292	0	
1	4	1961	0	1.59917	23.6644	0	
2	4	1961	0	1.60238	21.9777	0	
3	4	1961	0	1.60901	18.4587	0	
4	4	1961	0	1.61449	15.5012	0	
5	4	1961	0	1.61327	16.1605	0	
6	4	1961	0	1.61029	17.7708	0	
7	4	1961	0	1.62265	11.0244	0	
8	4	1961	0	1.61972	12.6432	0	
9	4	1961	0	1.61681	14.234	0	
10	4	1961	0	1.61385	15.8478	0	
11	4	1961	0	1.61087	17.4587	0	
12	4	1961	0	1.60787	19.0656	0	
13	4	1961	0	1.60488	20.6564	0	
14	4	1961	0	1.60185	22.2583	0	
15	4	1961	0	1.5988	23.8571	0	
16	4	1961	0	1.59574	25.4528	0	
