Day	Month	Year	Q3(m3/d)	Q2(m3/d)	Q1(m3/d)	GWL(m)
1	1	1961	0	0	0	15	
2	1	1961	0	0.0150143	0.0515628	15.252	
3	1	1961	0	0.0203401	0.0520827	15.291	
4	1	1961	0	0.021236	0.0521631	15.3947	
5	1	1961	0	0.0237119	0.0523769	15.5298	
6	1	1961	0	0.0271452	0.0526556	15.7084	
7	1	1961	0	0.0320378	0.053024	15.7941	
8	1	1961	0	0.0345297	0.0532007	15.7871	
9	1	1961	0	0.034321	0.0531862	16.0952	
10	1	1961	0	0.044022	0.0538217	16.2255	
11	1	1961	0	0.0484866	0.0540904	16.2172	
12	1	1961	0	0.0481974	0.0540733	16.209	
13	1	1961	0	0.04791	0.0540564	16.2678	
14	1	1961	0	0.0499835	0.0541776	16.2594	
15	1	1961	0	0.0496853	0.0541604	16.251	
16	1	1961	0	0.0493889	0.0541431	16.2427	
17	1	1961	0	0.0490943	0.054126	16.2344	
18	1	1961	0	0.0488015	0.0541088	16.2261	
19	1	1961	0	0.0485104	0.0540918	16.3025	
20	1	1961	0	0.0512273	0.0542492	16.5901	
21	1	1961	0	0.0621275	0.0548423	16.5838	
22	1	1961	0	0.0618774	0.0548293	16.5744	
23	1	1961	0	0.0615057	0.05481	16.565	
24	1	1961	0	0.0611364	0.0547907	16.5557	
25	1	1961	0	0.0607694	0.0547714	16.5464	
26	1	1961	0	0.0604047	0.0547523	16.5371	
27	1	1961	0	0.0600424	0.0547332	16.5483	
28	1	1961	0	0.0604794	0.0547562	16.8036	
29	1	1961	0	0.070901	0.0552828	17.0216	
30	1	1961	0	0.0804546	0.0557324	17.0106	
31	1	1961	0	0.07996	0.0557098	17.1361	
1	2	1961	0	0.0857173	0.0559687	17.2293	
2	2	1961	0	0.0901205	0.0561608	17.2309	
3	2	1961	0	0.0901974	0.0561641	17.3716	
4	2	1961	0	0.0970558	0.0564542	17.4767	
5	2	1961	0	0.102346	0.056671	17.4665	
6	2	1961	0	0.101828	0.0566501	17.4538	
7	2	1961	0	0.10118	0.0566238	17.4411	
8	2	1961	0	0.100538	0.0565976	17.5628	
9	2	1961	0	0.106785	0.0568487	17.5497	
10	2	1961	0	0.106101	0.0568215	17.5366	
11	2	1961	0	0.105421	0.0567945	17.6132	
12	2	1961	0	0.109428	0.0569527	17.5999	
13	2	1961	0	0.108723	0.0569251	17.5865	
14	2	1961	0	0.108024	0.0568976	17.5733	
15	2	1961	0	0.10733	0.0568702	17.5601	
16	2	1961	0	0.106641	0.056843	17.5469	
17	2	1961	0	0.105958	0.0568159	17.5338	
18	2	1961	0	0.10528	0.0567889	17.5208	
19	2	1961	0	0.104606	0.056762	17.5078	
20	2	1961	0	0.103938	0.0567352	17.4949	
21	2	1961	0	0.103275	0.0567085	17.482	
22	2	1961	0	0.102617	0.056682	17.4692	
23	2	1961	0	0.101964	0.0566556	17.4564	
24	2	1961	0	0.101315	0.0566292	17.4437	
25	2	1961	0	0.100672	0.056603	17.4311	
