Day	Month	Year	Q3(m3/d)	Q2(m3/d)	Q1(m3/d)	GWL(m)
1	1	1961	0	0	0	15	
2	1	1961	0	0.0122381	0.0506296	15.2557	
3	1	1961	0	0.0168049	0.0511475	15.2971	
4	1	1961	0	0.0176121	0.0512313	15.4027	
5	1	1961	0	0.0197569	0.0514451	15.5406	
6	1	1961	0	0.0227453	0.0517245	15.7229	
7	1	1961	0	0.0270154	0.0520936	15.8112	
8	1	1961	0	0.0292184	0.0522726	15.805	
9	1	1961	0	0.029059	0.0522598	16.1177	
10	1	1961	0	0.0375249	0.0528931	16.2522	
11	1	1961	0	0.0414993	0.0531655	16.2451	
12	1	1961	0	0.0412847	0.0531512	16.2371	
13	1	1961	0	0.0410438	0.053135	16.2971	
14	1	1961	0	0.0428709	0.0532565	16.2894	
15	1	1961	0	0.0426346	0.0532409	16.2813	
16	1	1961	0	0.0423861	0.0532245	16.2732	
17	1	1961	0	0.0421389	0.0532082	16.2652	
18	1	1961	0	0.0418932	0.0531918	16.2571	
19	1	1961	0	0.0416489	0.0531755	16.335	
20	1	1961	0	0.0440443	0.0533332	16.6275	
21	1	1961	0	0.053646	0.0539257	16.6235	
22	1	1961	0	0.0535086	0.0539176	16.6145	
23	1	1961	0	0.0531974	0.0538992	16.6054	
24	1	1961	0	0.0528873	0.0538809	16.5964	
25	1	1961	0	0.052579	0.0538626	16.5874	
26	1	1961	0	0.0522726	0.0538444	16.5784	
27	1	1961	0	0.051968	0.0538262	16.5902	
28	1	1961	0	0.0523691	0.0538501	16.8497	
29	1	1961	0	0.0615686	0.0543755	17.0729	
30	1	1961	0	0.0700816	0.0548277	17.0639	
31	1	1961	0	0.0697255	0.0548094	17.1917	
1	2	1961	0	0.0748339	0.0550682	17.2877	
2	2	1961	0	0.0787876	0.0552626	17.2906	
3	2	1961	0	0.0789094	0.0552685	17.4339	
4	2	1961	0	0.0850081	0.0555587	17.5421	
5	2	1961	0	0.0897649	0.0557779	17.5332	
6	2	1961	0	0.0893699	0.0557599	17.521	
7	2	1961	0	0.0888261	0.0557351	17.5088	
8	2	1961	0	0.0882852	0.0557104	17.6329	
9	2	1961	0	0.0938531	0.0559617	17.6211	
10	2	1961	0	0.0933172	0.0559378	17.6085	
11	2	1961	0	0.0927449	0.0559123	17.6869	
12	2	1961	0	0.0963312	0.0560712	17.6746	
13	2	1961	0	0.0957647	0.0560463	17.6618	
14	2	1961	0	0.095175	0.0560203	17.649	
15	2	1961	0	0.0945894	0.0559944	17.6363	
16	2	1961	0	0.0940081	0.0559686	17.6236	
17	2	1961	0	0.0934308	0.0559429	17.611	
18	2	1961	0	0.0928577	0.0559173	17.5984	
19	2	1961	0	0.0922886	0.0558918	17.5859	
20	2	1961	0	0.0917235	0.0558665	17.5734	
21	2	1961	0	0.0911624	0.0558412	17.5609	
22	2	1961	0	0.0906053	0.055816	17.5486	
23	2	1961	0	0.090052	0.0557909	17.5362	
24	2	1961	0	0.0895026	0.055766	17.5239	
25	2	1961	0	0.0889571	0.0557411	17.5117	
26	2	1961	0	0.0884153	0.0557163	17.4995	
27	2	1961	0	0.0878773	0.0556916	17.9299	
28	2	1961	0	0.107869	0.0565632	18.0865	
1	3	1961	0	0.115655	0.0568805	18.073	
2	3	1961	0	0.114973	0.0568531	18.0585	
3	3	1961	0	0.114242	0.0568237	18.0441	
4	3	1961	0	0.113516	0.0567944	18.0297	
5	3	1961	0	0.112796	0.0567652	18.0153	
6	3	1961	0	0.112081	0.0567362	18.001	
7	3	1961	0	0.111372	0.0567073	17.9868	
8	3	1961	0	0.110667	0.0566785	17.9727	
9	3	1961	0	0.109969	0.0566499	17.9586	
10	3	1961	0	0.109275	0.0566213	17.9446	
11	3	1961	0	0.108587	0.0565929	17.9306	
12	3	1961	0	0.107903	0.0565646	17.9167	
13	3	1961	0	0.107225	0.0565365	17.9028	
14	3	1961	0	0.106552	0.0565084	17.889	
15	3	1961	0	0.105884	0.0564805	17.8753	
16	3	1961	0	0.105221	0.0564527	17.8616	
17	3	1961	0	0.104563	0.056425	17.848	
18	3	1961	0	0.103909	0.0563974	17.8345	
19	3	1961	0	0.103261	0.05637	17.821	
20	3	1961	0	0.102617	0.0563426	17.8075	
21	3	1961	0	0.101977	0.0563154	17.7942	
22	3	1961	0	0.101343	0.0562883	17.7808	
23	3	1961	0	0.100713	0.0562613	17.7676	
